Chromosome	Midpoint	GenesPerMb	DNATEsPerMb	RNATEsPerMb
2	236000001.0	25.0	19.0	41.0
2	236500001.0	34.0	21.0	48.0
2	237000001.0	48.0	41.0	55.0
2	237500001.0	45.0	51.0	55.0
2	238000001.0	32.0	34.0	51.0
2	238500001.0	28.0	27.0	53.0
2	239000001.0	36.0	32.0	53.0
2	239500001.0	43.0	39.0	63.0
2	240000001.0	39.0	49.0	73.0
2	240500001.0	41.0	49.0	62.0
2	241000001.0	36.0	42.0	65.0
2	241500001.0	35.0	31.0	72.0
2	242000001.0	37.0	32.0	61.0
2	242500001.0	25.0	32.0	66.0
2	243000001.0	20.0	18.0	67.0
2	243500001.0	24.0	14.0	61.0
2	243971138.5	35.0216231992	28.6540553448	63.6756785439
3	500001.0	43.0	35.0	58.0
3	1000001.0	59.0	32.0	55.0
3	1500001.0	40.0	36.0	59.0
3	2000001.0	37.0	42.0	59.0
3	2500001.0	45.0	38.0	53.0
3	3000001.0	41.0	35.0	62.0
3	3500001.0	42.0	34.0	64.0
3	4000001.0	33.0	32.0	57.0
3	4500001.0	27.0	32.0	54.0
3	5000001.0	31.0	31.0	52.0
3	5500001.0	27.0	30.0	62.0
3	6000001.0	27.0	41.0	57.0
3	6500001.0	20.0	40.0	54.0
3	7000001.0	18.0	29.0	66.0
3	7500001.0	32.0	29.0	61.0
3	8000001.0	39.0	40.0	56.0
3	8500001.0	40.0	43.0	56.0
3	9000001.0	37.0	39.0	56.0
3	9500001.0	32.0	43.0	57.0
3	10000001.0	21.0	37.0	57.0
3	10500001.0	16.0	30.0	61.0
3	11000001.0	17.0	32.0	69.0
3	11500001.0	26.0	32.0	68.0
3	12000001.0	26.0	33.0	60.0
3	12500001.0	27.0	34.0	69.0
3	13000001.0	34.0	35.0	73.0
3	13500001.0	25.0	33.0	67.0
3	14000001.0	23.0	31.0	61.0
3	14500001.0	31.0	31.0	59.0
3	15000001.0	30.0	37.0	65.0
3	15500001.0	26.0	35.0	59.0
3	16000001.0	25.0	31.0	58.0
3	16500001.0	25.0	31.0	60.0
3	17000001.0	29.0	35.0	63.0
3	17500001.0	22.0	46.0	67.0
3	18000001.0	13.0	41.0	64.0
3	18500001.0	14.0	27.0	65.0
3	19000001.0	22.0	25.0	63.0
3	19500001.0	29.0	32.0	70.0
3	20000001.0	23.0	27.0	76.0
3	20500001.0	17.0	30.0	67.0
3	21000001.0	21.0	35.0	65.0
3	21500001.0	18.0	29.0	64.0
3	22000001.0	14.0	33.0	69.0
3	22500001.0	16.0	35.0	68.0
3	23000001.0	18.0	35.0	61.0
3	23500001.0	15.0	33.0	66.0
3	24000001.0	13.0	28.0	70.0
3	24500001.0	14.0	30.0	67.0
3	25000001.0	12.0	39.0	68.0
3	25500001.0	15.0	38.0	68.0
3	26000001.0	13.0	30.0	62.0
3	26500001.0	6.0	27.0	63.0
3	27000001.0	11.0	33.0	65.0
3	27500001.0	18.0	48.0	69.0
3	28000001.0	19.0	35.0	66.0
3	28500001.0	17.0	20.0	64.0
3	29000001.0	22.0	32.0	65.0
3	29500001.0	23.0	35.0	65.0
3	30000001.0	11.0	27.0	67.0
3	30500001.0	8.0	28.0	68.0
3	31000001.0	11.0	29.0	72.0
3	31500001.0	15.0	27.0	66.0
3	32000001.0	21.0	27.0	69.0
3	32500001.0	19.0	27.0	80.0
3	33000001.0	21.0	26.0	69.0
3	33500001.0	18.0	27.0	60.0
3	34000001.0	12.0	32.0	59.0
3	34500001.0	9.0	29.0	58.0
3	35000001.0	14.0	26.0	60.0
3	35500001.0	19.0	36.0	59.0
3	36000001.0	17.0	41.0	67.0
3	36500001.0	17.0	38.0	77.0
3	37000001.0	11.0	37.0	76.0
3	37500001.0	13.0	30.0	67.0
3	38000001.0	17.0	30.0	66.0
3	38500001.0	13.0	32.0	73.0
3	39000001.0	11.0	21.0	71.0
3	39500001.0	11.0	20.0	67.0
3	40000001.0	12.0	21.0	64.0
3	40500001.0	25.0	23.0	69.0
3	41000001.0	28.0	35.0	69.0
3	41500001.0	14.0	38.0	65.0
3	42000001.0	10.0	28.0	68.0
3	42500001.0	11.0	23.0	72.0
3	43000001.0	13.0	20.0	71.0
3	43500001.0	17.0	27.0	70.0
3	44000001.0	12.0	34.0	62.0
3	44500001.0	12.0	22.0	54.0
3	45000001.0	11.0	22.0	66.0
3	45500001.0	6.0	28.0	69.0
3	46000001.0	10.0	33.0	54.0
3	46500001.0	10.0	28.0	50.0
3	47000001.0	12.0	23.0	59.0
3	47500001.0	18.0	34.0	64.0
3	48000001.0	12.0	39.0	65.0
3	48500001.0	14.0	33.0	69.0
3	49000001.0	18.0	24.0	66.0
3	49500001.0	9.0	30.0	64.0
3	50000001.0	7.0	32.0	68.0
3	50500001.0	11.0	31.0	67.0
3	51000001.0	10.0	35.0	70.0
3	51500001.0	10.0	36.0	69.0
3	52000001.0	13.0	37.0	65.0
3	52500001.0	11.0	28.0	62.0
3	53000001.0	9.0	17.0	63.0
3	53500001.0	7.0	18.0	66.0
3	54000001.0	10.0	33.0	66.0
3	54500001.0	11.0	35.0	66.0
3	55000001.0	15.0	31.0	72.0
3	55500001.0	16.0	29.0	66.0
3	56000001.0	8.0	26.0	63.0
3	56500001.0	7.0	32.0	67.0
3	57000001.0	13.0	30.0	62.0
3	57500001.0	14.0	21.0	66.0
3	58000001.0	11.0	27.0	69.0
3	58500001.0	16.0	29.0	66.0
3	59000001.0	16.0	29.0	64.0
3	59500001.0	15.0	33.0	66.0
3	60000001.0	16.0	25.0	66.0
3	60500001.0	14.0	21.0	65.0
3	61000001.0	11.0	18.0	66.0
3	61500001.0	4.0	17.0	72.0
3	62000001.0	1.0	18.0	75.0
3	62500001.0	2.0	22.0	73.0
3	63000001.0	1.0	23.0	72.0
3	63500001.0	7.0	18.0	67.0
3	64000001.0	10.0	25.0	64.0
3	64500001.0	14.0	32.0	70.0
3	65000001.0	14.0	30.0	71.0
3	65500001.0	11.0	27.0	66.0
3	66000001.0	14.0	20.0	62.0
3	66500001.0	9.0	20.0	57.0
3	67000001.0	6.0	34.0	56.0
3	67500001.0	11.0	30.0	59.0
3	68000001.0	14.0	27.0	63.0
3	68500001.0	11.0	27.0	62.0
3	69000001.0	7.0	25.0	61.0
3	69500001.0	4.0	27.0	74.0
3	70000001.0	5.0	25.0	73.0
3	70500001.0	4.0	22.0	66.0
3	71000001.0	3.0	21.0	70.0
3	71500001.0	5.0	29.0	71.0
3	72000001.0	5.0	22.0	77.0
3	72500001.0	2.0	14.0	75.0
3	73000001.0	2.0	24.0	72.0
3	73500001.0	2.0	26.0	71.0
3	74000001.0	4.0	28.0	71.0
3	74500001.0	7.0	23.0	74.0
3	75000001.0	4.0	12.0	71.0
3	75500001.0	2.0	23.0	75.0
3	76000001.0	2.0	23.0	77.0
3	76500001.0	3.0	20.0	69.0
3	77000001.0	5.0	21.0	66.0
3	77500001.0	5.0	15.0	71.0
3	78000001.0	3.0	16.0	64.0
3	78500001.0	5.0	23.0	58.0
3	79000001.0	5.0	23.0	62.0
3	79500001.0	3.0	18.0	67.0
3	80000001.0	5.0	21.0	71.0
3	80500001.0	5.0	26.0	62.0
3	81000001.0	4.0	30.0	63.0
3	81500001.0	3.0	29.0	71.0
3	82000001.0	4.0	20.0	71.0
3	82500001.0	3.0	17.0	69.0
3	83000001.0	3.0	22.0	67.0
3	83500001.0	3.0	24.0	73.0
3	84000001.0	0.0	21.0	81.0
3	84500001.0	0.0	31.0	77.0
3	85000001.0	3.0	36.0	78.0
3	85500001.0	4.0	23.0	79.0
3	86000001.0	1.0	15.0	58.0
3	86500001.0	2.0	11.0	49.0
3	87000001.0	5.0	17.0	67.0
3	87500001.0	6.0	23.0	69.0
3	88000001.0	8.0	19.0	60.0
3	88500001.0	7.0	21.0	67.0
3	89000001.0	4.0	24.0	68.0
3	89500001.0	6.0	28.0	61.0
3	90000001.0	5.0	26.0	67.0
3	90500001.0	2.0	13.0	73.0
3	91000001.0	3.0	16.0	67.0
3	91500001.0	3.0	24.0	60.0
3	92000001.0	6.0	25.0	58.0
3	92500001.0	8.0	27.0	64.0
3	93000001.0	8.0	23.0	64.0
3	93500001.0	9.0	25.0	60.0
3	94000001.0	7.0	32.0	61.0
3	94500001.0	8.0	28.0	67.0
3	95000001.0	7.0	22.0	70.0
3	95500001.0	6.0	21.0	72.0
3	96000001.0	8.0	20.0	77.0
3	96500001.0	7.0	20.0	74.0
3	97000001.0	12.0	26.0	70.0
3	97500001.0	13.0	25.0	68.0
3	98000001.0	5.0	28.0	69.0
3	98500001.0	2.0	28.0	72.0
3	99000001.0	5.0	17.0	76.0
3	99500001.0	9.0	24.0	70.0
3	100000001.0	13.0	31.0	64.0
3	100500001.0	15.0	32.0	65.0
3	101000001.0	10.0	35.0	64.0
3	101500001.0	6.0	30.0	62.0
3	102000001.0	7.0	30.0	64.0
3	102500001.0	6.0	28.0	71.0
3	103000001.0	4.0	27.0	67.0
3	103500001.0	3.0	25.0	70.0
3	104000001.0	6.0	18.0	72.0
3	104500001.0	6.0	15.0	68.0
3	105000001.0	9.0	15.0	66.0
3	105500001.0	15.0	19.0	60.0
3	106000001.0	12.0	26.0	66.0
3	106500001.0	9.0	28.0	67.0
3	107000001.0	6.0	25.0	64.0
3	107500001.0	8.0	30.0	65.0
3	108000001.0	11.0	24.0	62.0
3	108500001.0	10.0	19.0	65.0
3	109000001.0	9.0	25.0	70.0
3	109500001.0	9.0	28.0	62.0
3	110000001.0	10.0	29.0	56.0
3	110500001.0	13.0	28.0	58.0
3	111000001.0	13.0	26.0	65.0
3	111500001.0	9.0	26.0	62.0
3	112000001.0	14.0	35.0	60.0
3	112500001.0	14.0	36.0	70.0
3	113000001.0	6.0	25.0	68.0
3	113500001.0	8.0	24.0	61.0
3	114000001.0	16.0	28.0	63.0
3	114500001.0	17.0	28.0	70.0
3	115000001.0	16.0	26.0	73.0
3	115500001.0	12.0	29.0	74.0
3	116000001.0	6.0	30.0	72.0
3	116500001.0	5.0	31.0	73.0
3	117000001.0	7.0	34.0	68.0
3	117500001.0	7.0	27.0	68.0
3	118000001.0	8.0	27.0	72.0
3	118500001.0	8.0	28.0	60.0
3	119000001.0	9.0	23.0	59.0
3	119500001.0	10.0	20.0	62.0
3	120000001.0	6.0	22.0	65.0
3	120500001.0	7.0	24.0	71.0
3	121000001.0	9.0	25.0	71.0
3	121500001.0	11.0	33.0	70.0
3	122000001.0	11.0	36.0	69.0
3	122500001.0	7.0	35.0	74.0
3	123000001.0	4.0	27.0	76.0
3	123500001.0	4.0	24.0	64.0
3	124000001.0	6.0	30.0	64.0
3	124500001.0	9.0	23.0	69.0
3	125000001.0	10.0	19.0	61.0
3	125500001.0	15.0	24.0	65.0
3	126000001.0	21.0	26.0	70.0
3	126500001.0	20.0	35.0	73.0
3	127000001.0	18.0	40.0	73.0
3	127500001.0	17.0	40.0	66.0
3	128000001.0	17.0	34.0	63.0
3	128500001.0	14.0	24.0	62.0
3	129000001.0	16.0	21.0	62.0
3	129500001.0	28.0	24.0	64.0
3	130000001.0	19.0	29.0	69.0
3	130500001.0	8.0	26.0	66.0
3	131000001.0	9.0	20.0	63.0
3	131500001.0	8.0	21.0	62.0
3	132000001.0	8.0	26.0	62.0
3	132500001.0	14.0	25.0	65.0
3	133000001.0	19.0	35.0	65.0
3	133500001.0	18.0	35.0	62.0
3	134000001.0	16.0	28.0	61.0
3	134500001.0	14.0	40.0	64.0
3	135000001.0	17.0	34.0	65.0
3	135500001.0	25.0	23.0	63.0
3	136000001.0	24.0	31.0	66.0
3	136500001.0	14.0	41.0	63.0
3	137000001.0	12.0	36.0	58.0
3	137500001.0	10.0	27.0	59.0
3	138000001.0	15.0	28.0	59.0
3	138500001.0	22.0	29.0	64.0
3	139000001.0	27.0	31.0	67.0
3	139500001.0	24.0	28.0	69.0
3	140000001.0	15.0	30.0	68.0
3	140500001.0	10.0	27.0	63.0
3	141000001.0	13.0	28.0	65.0
3	141500001.0	18.0	29.0	70.0
3	142000001.0	18.0	24.0	72.0
3	142500001.0	17.0	32.0	74.0
3	143000001.0	13.0	27.0	77.0
3	143500001.0	16.0	20.0	67.0
3	144000001.0	15.0	20.0	66.0
3	144500001.0	16.0	23.0	71.0
3	145000001.0	13.0	25.0	65.0
3	145500001.0	13.0	27.0	66.0
3	146000001.0	19.0	29.0	68.0
3	146500001.0	27.0	30.0	69.0
3	147000001.0	28.0	25.0	66.0
3	147500001.0	25.0	26.0	68.0
3	148000001.0	25.0	32.0	65.0
3	148500001.0	19.0	30.0	62.0
3	149000001.0	17.0	34.0	64.0
3	149500001.0	19.0	34.0	60.0
3	150000001.0	18.0	34.0	60.0
3	150500001.0	25.0	29.0	62.0
3	151000001.0	24.0	19.0	66.0
3	151500001.0	11.0	23.0	67.0
3	152000001.0	12.0	29.0	64.0
3	152500001.0	10.0	30.0	64.0
3	153000001.0	13.0	30.0	67.0
3	153500001.0	17.0	29.0	69.0
3	154000001.0	16.0	22.0	72.0
3	154500001.0	12.0	18.0	63.0
3	155000001.0	20.0	26.0	56.0
3	155500001.0	23.0	28.0	66.0
3	156000001.0	19.0	24.0	64.0
3	156500001.0	23.0	33.0	57.0
3	157000001.0	26.0	46.0	60.0
3	157500001.0	22.0	40.0	68.0
3	158000001.0	16.0	31.0	68.0
3	158500001.0	21.0	31.0	68.0
3	159000001.0	18.0	34.0	68.0
3	159500001.0	8.0	33.0	67.0
3	160000001.0	12.0	33.0	69.0
3	160500001.0	13.0	32.0	68.0
3	161000001.0	13.0	35.0	65.0
3	161500001.0	15.0	36.0	65.0
3	162000001.0	15.0	30.0	67.0
3	162500001.0	16.0	30.0	68.0
3	163000001.0	16.0	28.0	66.0
3	163500001.0	21.0	33.0	65.0
3	164000001.0	23.0	33.0	62.0
3	164500001.0	17.0	26.0	66.0
3	165000001.0	5.0	22.0	57.0
3	165500001.0	1.0	13.0	39.0
3	166000001.0	6.0	15.0	43.0
3	166500001.0	11.0	27.0	63.0
3	167000001.0	14.0	33.0	76.0
3	167500001.0	13.0	29.0	62.0
3	168000001.0	18.0	22.0	55.0
3	168500001.0	25.0	25.0	60.0
3	169000001.0	27.0	32.0	59.0
3	169500001.0	20.0	32.0	61.0
3	170000001.0	21.0	24.0	62.0
3	170500001.0	23.0	22.0	62.0
3	171000001.0	18.0	28.0	64.0
3	171500001.0	24.0	33.0	64.0
3	172000001.0	24.0	39.0	68.0
3	172500001.0	21.0	34.0	65.0
3	173000001.0	24.0	28.0	61.0
3	173500001.0	19.0	28.0	67.0
3	174000001.0	16.0	25.0	66.0
3	174500001.0	22.0	23.0	62.0
3	175000001.0	23.0	30.0	70.0
3	175500001.0	23.0	38.0	71.0
3	176000001.0	17.0	29.0	68.0
3	176500001.0	16.0	27.0	69.0
3	177000001.0	21.0	29.0	64.0
3	177500001.0	18.0	24.0	63.0
3	178000001.0	28.0	32.0	59.0
3	178500001.0	37.0	36.0	54.0
3	179000001.0	40.0	37.0	58.0
3	179500001.0	31.0	36.0	67.0
3	180000001.0	14.0	31.0	65.0
3	180500001.0	13.0	28.0	59.0
3	181000001.0	22.0	25.0	63.0
3	181500001.0	28.0	32.0	64.0
3	182000001.0	24.0	35.0	64.0
3	182500001.0	28.0	34.0	63.0
3	183000001.0	26.0	30.0	63.0
3	183500001.0	26.0	37.0	60.0
3	184000001.0	30.0	37.0	64.0
3	184500001.0	35.0	34.0	66.0
3	185000001.0	32.0	40.0	66.0
3	185500001.0	21.0	28.0	70.0
3	186000001.0	27.0	35.0	67.0
3	186500001.0	30.0	40.0	69.0
3	187000001.0	30.0	26.0	68.0
3	187500001.0	27.0	33.0	63.0
3	188000001.0	22.0	36.0	66.0
3	188500001.0	25.0	27.0	66.0
3	189000001.0	33.0	33.0	61.0
3	189500001.0	41.0	36.0	57.0
3	190000001.0	49.0	33.0	60.0
3	190500001.0	43.0	38.0	65.0
3	191000001.0	29.0	37.0	68.0
3	191500001.0	19.0	31.0	65.0
3	192000001.0	19.0	29.0	56.0
3	192500001.0	28.0	32.0	56.0
3	193000001.0	25.0	35.0	60.0
3	193500001.0	27.0	28.0	57.0
3	194000001.0	28.0	26.0	54.0
3	194500001.0	24.0	25.0	62.0
3	195000001.0	17.0	23.0	67.0
3	195500001.0	8.0	25.0	70.0
3	196000001.0	9.0	33.0	66.0
3	196500001.0	16.0	39.0	58.0
3	197000001.0	25.0	32.0	62.0
3	197500001.0	31.0	33.0	62.0
3	198000001.0	31.0	45.0	61.0
3	198500001.0	30.0	42.0	65.0
3	199000001.0	32.0	32.0	55.0
3	199500001.0	27.0	25.0	60.0
3	200000001.0	26.0	24.0	66.0
3	200500001.0	26.0	28.0	60.0
3	201000001.0	20.0	30.0	66.0
3	201500001.0	24.0	32.0	60.0
3	202000001.0	28.0	26.0	52.0
3	202500001.0	25.0	24.0	58.0
3	203000001.0	19.0	22.0	64.0
3	203500001.0	24.0	23.0	65.0
3	204000001.0	39.0	36.0	65.0
3	204500001.0	35.0	41.0	63.0
3	205000001.0	29.0	35.0	63.0
3	205500001.0	34.0	34.0	57.0
3	206000001.0	30.0	37.0	53.0
3	206500001.0	21.0	33.0	59.0
3	207000001.0	16.0	38.0	65.0
3	207500001.0	28.0	45.0	60.0
3	208000001.0	32.0	33.0	61.0
3	208500001.0	28.0	30.0	64.0
3	209000001.0	33.0	35.0	61.0
3	209500001.0	25.0	40.0	67.0
3	210000001.0	28.0	40.0	53.0
3	210500001.0	40.0	28.0	48.0
3	211000001.0	32.0	28.0	61.0
3	211500001.0	20.0	31.0	59.0
3	212000001.0	22.0	27.0	54.0
3	212500001.0	28.0	26.0	61.0
3	213000001.0	29.0	34.0	65.0
3	213500001.0	31.0	40.0	64.0
3	214000001.0	35.0	40.0	65.0
3	214500001.0	29.0	38.0	64.0
3	215000001.0	24.0	33.0	68.0
3	215500001.0	27.0	30.0	65.0
3	216000001.0	24.0	27.0	65.0
3	216500001.0	20.0	36.0	60.0
3	217000001.0	26.0	42.0	58.0
3	217500001.0	27.0	37.0	59.0
3	218000001.0	28.0	39.0	45.0
3	218500001.0	29.0	33.0	51.0
3	219000001.0	22.0	33.0	63.0
3	219500001.0	27.0	36.0	63.0
3	220000001.0	31.0	33.0	64.0
3	220500001.0	28.0	32.0	61.0
3	221000001.0	33.0	32.0	48.0
3	221500001.0	38.0	31.0	50.0
3	222000001.0	29.0	30.0	63.0
3	222500001.0	25.0	26.0	64.0
3	223000001.0	31.0	35.0	59.0
3	223500001.0	26.0	41.0	52.0
3	224000001.0	21.0	33.0	50.0
3	224500001.0	24.0	25.0	60.0
3	225000001.0	38.0	17.0	65.0
3	225500001.0	41.0	27.0	66.0
3	226000001.0	34.0	35.0	64.0
3	226500001.0	29.0	30.0	58.0
3	227000001.0	32.0	35.0	55.0
3	227500001.0	37.0	44.0	56.0
3	228000001.0	33.0	48.0	56.0
3	228500001.0	29.0	43.0	59.0
3	229000001.0	24.0	33.0	62.0
3	229500001.0	25.0	30.0	56.0
3	230000001.0	23.0	27.0	56.0
3	230500001.0	27.0	28.0	52.0
3	231000001.0	36.0	30.0	50.0
3	231500001.0	37.0	32.0	55.0
3	232000001.0	25.0	28.0	59.0
3	232500001.0	18.0	22.0	63.0
3	233000001.0	31.0	26.0	57.0
3	233500001.0	42.0	35.0	56.0
3	234000001.0	41.0	34.0	58.0
3	234500001.0	37.0	35.0	56.0
3	235000001.0	31.0	36.0	57.0
3	235333917.5	32.9423673284	32.9423673284	50.9109313256
4	500001.0	13.0	30.0	80.0
4	1000001.0	30.0	33.0	67.0
4	1500001.0	38.0	29.0	54.0
4	2000001.0	19.0	13.0	27.0
4	2500001.0	26.0	14.0	24.0
4	3000001.0	46.0	30.0	40.0
4	3500001.0	36.0	36.0	41.0
4	4000001.0	31.0	36.0	42.0
4	4500001.0	35.0	40.0	52.0
4	5000001.0	38.0	47.0	60.0
4	5500001.0	54.0	45.0	53.0
4	6000001.0	59.0	41.0	52.0
4	6500001.0	46.0	33.0	58.0
4	7000001.0	35.0	38.0	59.0
4	7500001.0	27.0	46.0	61.0
4	8000001.0	21.0	34.0	60.0
4	8500001.0	12.0	25.0	68.0
4	9000001.0	2.0	21.0	81.0
4	9500001.0	3.0	22.0	81.0
4	10000001.0	9.0	26.0	73.0
4	10500001.0	19.0	23.0	60.0
4	11000001.0	28.0	27.0	55.0
4	11500001.0	27.0	36.0	57.0
4	12000001.0	25.0	37.0	57.0
4	12500001.0	24.0	31.0	54.0
4	13000001.0	18.0	36.0	61.0
4	13500001.0	17.0	39.0	62.0
4	14000001.0	19.0	37.0	57.0
4	14500001.0	22.0	41.0	59.0
4	15000001.0	20.0	32.0	69.0
4	15500001.0	20.0	29.0	69.0
4	16000001.0	25.0	35.0	59.0
4	16500001.0	23.0	33.0	67.0
4	17000001.0	17.0	30.0	68.0
4	17500001.0	15.0	32.0	64.0
4	18000001.0	17.0	30.0	64.0
4	18500001.0	15.0	34.0	61.0
4	19000001.0	17.0	32.0	62.0
4	19500001.0	22.0	34.0	62.0
4	20000001.0	19.0	37.0	66.0
4	20500001.0	14.0	28.0	70.0
4	21000001.0	17.0	29.0	64.0
4	21500001.0	18.0	31.0	55.0
4	22000001.0	14.0	28.0	68.0
4	22500001.0	16.0	29.0	74.0
4	23000001.0	16.0	28.0	54.0
4	23500001.0	14.0	25.0	58.0
4	24000001.0	16.0	31.0	70.0
4	24500001.0	16.0	33.0	62.0
4	25000001.0	14.0	32.0	55.0
4	25500001.0	14.0	32.0	60.0
4	26000001.0	14.0	32.0	69.0
4	26500001.0	12.0	36.0	71.0
4	27000001.0	14.0	35.0	69.0
4	27500001.0	25.0	34.0	64.0
4	28000001.0	31.0	39.0	62.0
4	28500001.0	23.0	36.0	67.0
4	29000001.0	15.0	25.0	72.0
4	29500001.0	23.0	40.0	73.0
4	30000001.0	35.0	46.0	74.0
4	30500001.0	29.0	35.0	66.0
4	31000001.0	22.0	27.0	63.0
4	31500001.0	17.0	28.0	70.0
4	32000001.0	16.0	28.0	75.0
4	32500001.0	25.0	23.0	70.0
4	33000001.0	25.0	34.0	55.0
4	33500001.0	17.0	35.0	63.0
4	34000001.0	16.0	26.0	75.0
4	34500001.0	12.0	27.0	70.0
4	35000001.0	11.0	26.0	67.0
4	35500001.0	16.0	28.0	68.0
4	36000001.0	15.0	27.0	62.0
4	36500001.0	19.0	27.0	60.0
4	37000001.0	16.0	39.0	63.0
4	37500001.0	19.0	36.0	63.0
4	38000001.0	26.0	36.0	66.0
4	38500001.0	30.0	41.0	66.0
4	39000001.0	29.0	37.0	65.0
4	39500001.0	23.0	36.0	68.0
4	40000001.0	19.0	40.0	60.0
4	40500001.0	19.0	36.0	59.0
4	41000001.0	22.0	32.0	63.0
4	41500001.0	21.0	31.0	66.0
4	42000001.0	21.0	23.0	74.0
4	42500001.0	12.0	25.0	75.0
4	43000001.0	10.0	29.0	74.0
4	43500001.0	15.0	27.0	64.0
4	44000001.0	16.0	31.0	60.0
4	44500001.0	19.0	33.0	60.0
4	45000001.0	18.0	28.0	58.0
4	45500001.0	17.0	27.0	65.0
4	46000001.0	14.0	35.0	66.0
4	46500001.0	12.0	43.0	69.0
4	47000001.0	19.0	33.0	70.0
4	47500001.0	14.0	22.0	69.0
4	48000001.0	7.0	28.0	66.0
4	48500001.0	7.0	23.0	64.0
4	49000001.0	7.0	20.0	70.0
4	49500001.0	10.0	34.0	64.0
4	50000001.0	11.0	38.0	60.0
4	50500001.0	8.0	26.0	70.0
4	51000001.0	11.0	23.0	67.0
4	51500001.0	11.0	26.0	59.0
4	52000001.0	9.0	23.0	63.0
4	52500001.0	11.0	26.0	66.0
4	53000001.0	9.0	33.0	69.0
4	53500001.0	11.0	33.0	69.0
4	54000001.0	11.0	27.0	71.0
4	54500001.0	8.0	21.0	66.0
4	55000001.0	10.0	29.0	63.0
4	55500001.0	9.0	31.0	69.0
4	56000001.0	11.0	29.0	63.0
4	56500001.0	16.0	36.0	59.0
4	57000001.0	11.0	27.0	61.0
4	57500001.0	5.0	14.0	64.0
4	58000001.0	5.0	21.0	69.0
4	58500001.0	9.0	29.0	60.0
4	59000001.0	13.0	27.0	57.0
4	59500001.0	10.0	27.0	66.0
4	60000001.0	7.0	26.0	69.0
4	60500001.0	8.0	29.0	65.0
4	61000001.0	7.0	32.0	67.0
4	61500001.0	10.0	34.0	78.0
4	62000001.0	11.0	38.0	76.0
4	62500001.0	11.0	36.0	71.0
4	63000001.0	10.0	29.0	66.0
4	63500001.0	5.0	29.0	62.0
4	64000001.0	7.0	28.0	67.0
4	64500001.0	11.0	23.0	64.0
4	65000001.0	13.0	23.0	62.0
4	65500001.0	15.0	27.0	70.0
4	66000001.0	11.0	27.0	72.0
4	66500001.0	7.0	25.0	70.0
4	67000001.0	10.0	26.0	64.0
4	67500001.0	7.0	28.0	72.0
4	68000001.0	11.0	23.0	72.0
4	68500001.0	12.0	20.0	66.0
4	69000001.0	11.0	30.0	66.0
4	69500001.0	20.0	33.0	59.0
4	70000001.0	19.0	26.0	61.0
4	70500001.0	11.0	29.0	62.0
4	71000001.0	10.0	28.0	63.0
4	71500001.0	9.0	25.0	66.0
4	72000001.0	4.0	27.0	67.0
4	72500001.0	6.0	28.0	68.0
4	73000001.0	9.0	29.0	67.0
4	73500001.0	11.0	21.0	69.0
4	74000001.0	10.0	22.0	67.0
4	74500001.0	9.0	27.0	65.0
4	75000001.0	10.0	26.0	65.0
4	75500001.0	10.0	26.0	61.0
4	76000001.0	9.0	26.0	68.0
4	76500001.0	8.0	25.0	75.0
4	77000001.0	13.0	26.0	67.0
4	77500001.0	14.0	34.0	65.0
4	78000001.0	11.0	36.0	69.0
4	78500001.0	11.0	30.0	57.0
4	79000001.0	9.0	26.0	52.0
4	79500001.0	9.0	28.0	63.0
4	80000001.0	11.0	32.0	66.0
4	80500001.0	11.0	32.0	66.0
4	81000001.0	12.0	28.0	66.0
4	81500001.0	15.0	26.0	65.0
4	82000001.0	15.0	26.0	68.0
4	82500001.0	11.0	32.0	69.0
4	83000001.0	10.0	27.0	68.0
4	83500001.0	7.0	22.0	66.0
4	84000001.0	2.0	34.0	62.0
4	84500001.0	8.0	34.0	58.0
4	85000001.0	12.0	26.0	59.0
4	85500001.0	10.0	29.0	61.0
4	86000001.0	10.0	30.0	61.0
4	86500001.0	13.0	24.0	59.0
4	87000001.0	14.0	21.0	55.0
4	87500001.0	9.0	24.0	62.0
4	88000001.0	7.0	27.0	62.0
4	88500001.0	9.0	29.0	62.0
4	89000001.0	9.0	29.0	71.0
4	89500001.0	8.0	26.0	68.0
4	90000001.0	7.0	27.0	63.0
4	90500001.0	8.0	29.0	63.0
4	91000001.0	10.0	25.0	61.0
4	91500001.0	9.0	18.0	62.0
4	92000001.0	4.0	23.0	73.0
4	92500001.0	5.0	29.0	76.0
4	93000001.0	8.0	26.0	71.0
4	93500001.0	5.0	25.0	70.0
4	94000001.0	5.0	23.0	70.0
4	94500001.0	8.0	21.0	68.0
4	95000001.0	8.0	24.0	63.0
4	95500001.0	5.0	25.0	67.0
4	96000001.0	4.0	21.0	74.0
4	96500001.0	3.0	20.0	75.0
4	97000001.0	3.0	21.0	75.0
4	97500001.0	6.0	21.0	72.0
4	98000001.0	5.0	21.0	67.0
4	98500001.0	2.0	20.0	65.0
4	99000001.0	3.0	24.0	76.0
4	99500001.0	6.0	20.0	76.0
4	100000001.0	5.0	22.0	68.0
4	100500001.0	3.0	31.0	68.0
4	101000001.0	8.0	33.0	63.0
4	101500001.0	10.0	31.0	61.0
4	102000001.0	6.0	29.0	64.0
4	102500001.0	5.0	33.0	72.0
4	103000001.0	13.0	30.0	69.0
4	103500001.0	15.0	25.0	59.0
4	104000001.0	8.0	22.0	61.0
4	104500001.0	6.0	22.0	66.0
