Chromosome	Midpoint	GenesPerMb	DNATEsPerMb	RNATEsPerMb
10	38000001.0	4.0	39.0	69.0
10	38500001.0	9.0	34.0	67.0
10	39000001.0	10.0	27.0	64.0
10	39500001.0	6.0	24.0	64.0
10	40000001.0	8.0	25.0	66.0
10	40500001.0	11.0	20.0	67.0
10	41000001.0	10.0	24.0	67.0
10	41500001.0	5.0	27.0	65.0
10	42000001.0	4.0	15.0	63.0
10	42500001.0	4.0	20.0	67.0
10	43000001.0	2.0	27.0	75.0
10	43500001.0	3.0	20.0	74.0
10	44000001.0	4.0	16.0	71.0
10	44500001.0	3.0	25.0	75.0
10	45000001.0	3.0	28.0	76.0
10	45500001.0	3.0	27.0	68.0
10	46000001.0	5.0	27.0	65.0
10	46500001.0	8.0	25.0	66.0
10	47000001.0	5.0	21.0	60.0
10	47500001.0	1.0	20.0	65.0
10	48000001.0	4.0	26.0	66.0
10	48500001.0	6.0	25.0	68.0
10	49000001.0	7.0	21.0	65.0
10	49500001.0	7.0	19.0	66.0
10	50000001.0	6.0	11.0	66.0
10	50500001.0	6.0	11.0	66.0
10	51000001.0	5.0	20.0	77.0
10	51500001.0	5.0	26.0	73.0
10	52000001.0	5.0	23.0	69.0
10	52500001.0	6.0	18.0	70.0
10	53000001.0	6.0	19.0	66.0
10	53500001.0	8.0	22.0	59.0
10	54000001.0	7.0	23.0	62.0
10	54500001.0	8.0	24.0	73.0
10	55000001.0	12.0	33.0	75.0
10	55500001.0	8.0	27.0	70.0
10	56000001.0	4.0	22.0	72.0
10	56500001.0	8.0	32.0	69.0
10	57000001.0	8.0	29.0	69.0
10	57500001.0	4.0	28.0	72.0
10	58000001.0	11.0	34.0	68.0
10	58500001.0	12.0	28.0	64.0
10	59000001.0	11.0	26.0	63.0
10	59500001.0	16.0	38.0	64.0
10	60000001.0	12.0	37.0	63.0
10	60500001.0	7.0	28.0	67.0
10	61000001.0	8.0	27.0	68.0
10	61500001.0	7.0	24.0	60.0
10	62000001.0	5.0	27.0	60.0
10	62500001.0	9.0	29.0	61.0
10	63000001.0	12.0	32.0	70.0
10	63500001.0	10.0	36.0	74.0
10	64000001.0	8.0	34.0	69.0
10	64500001.0	11.0	30.0	62.0
10	65000001.0	10.0	29.0	59.0
10	65500001.0	13.0	30.0	69.0
10	66000001.0	16.0	29.0	69.0
10	66500001.0	12.0	26.0	67.0
10	67000001.0	10.0	19.0	70.0
10	67500001.0	8.0	22.0	74.0
10	68000001.0	13.0	32.0	65.0
10	68500001.0	17.0	40.0	61.0
10	69000001.0	15.0	36.0	70.0
10	69500001.0	11.0	27.0	68.0
10	70000001.0	12.0	28.0	67.0
10	70500001.0	23.0	25.0	69.0
10	71000001.0	20.0	22.0	70.0
10	71500001.0	15.0	26.0	73.0
10	72000001.0	17.0	36.0	68.0
10	72500001.0	11.0	36.0	64.0
10	73000001.0	8.0	22.0	51.0
10	73500001.0	9.0	23.0	44.0
10	74000001.0	14.0	30.0	56.0
10	74500001.0	14.0	33.0	67.0
10	75000001.0	7.0	35.0	75.0
10	75500001.0	11.0	31.0	70.0
10	76000001.0	12.0	37.0	63.0
10	76500001.0	12.0	40.0	62.0
10	77000001.0	13.0	27.0	64.0
10	77500001.0	12.0	30.0	68.0
10	78000001.0	16.0	34.0	72.0
10	78500001.0	17.0	31.0	70.0
10	79000001.0	14.0	34.0	65.0
10	79500001.0	15.0	33.0	65.0
10	80000001.0	24.0	33.0	64.0
10	80500001.0	19.0	33.0	65.0
10	81000001.0	15.0	32.0	69.0
10	81500001.0	13.0	35.0	75.0
10	82000001.0	15.0	45.0	68.0
10	82500001.0	21.0	44.0	59.0
10	83000001.0	17.0	30.0	77.0
10	83500001.0	20.0	32.0	81.0
10	84000001.0	22.0	36.0	63.0
10	84500001.0	20.0	32.0	64.0
10	85000001.0	17.0	35.0	66.0
10	85500001.0	21.0	38.0	57.0
10	86000001.0	21.0	32.0	60.0
10	86500001.0	12.0	35.0	75.0
10	87000001.0	17.0	48.0	75.0
10	87500001.0	16.0	42.0	62.0
10	88000001.0	10.0	32.0	65.0
10	88500001.0	21.0	33.0	63.0
10	89000001.0	20.0	32.0	61.0
10	89500001.0	14.0	30.0	67.0
10	90000001.0	22.0	29.0	71.0
10	90500001.0	23.0	38.0	72.0
10	91000001.0	18.0	39.0	63.0
10	91500001.0	16.0	27.0	64.0
10	92000001.0	11.0	33.0	63.0
10	92500001.0	4.0	35.0	65.0
10	93000001.0	8.0	30.0	70.0
10	93500001.0	12.0	24.0	63.0
10	94000001.0	12.0	29.0	59.0
10	94500001.0	15.0	43.0	63.0
10	95000001.0	15.0	34.0	68.0
10	95500001.0	15.0	30.0	68.0
10	96000001.0	15.0	33.0	66.0
10	96500001.0	23.0	33.0	60.0
10	97000001.0	22.0	43.0	56.0
10	97500001.0	17.0	40.0	60.0
10	98000001.0	16.0	34.0	67.0
10	98500001.0	9.0	38.0	65.0
10	99000001.0	8.0	32.0	61.0
10	99500001.0	13.0	26.0	64.0
10	100000001.0	15.0	29.0	67.0
10	100500001.0	15.0	25.0	64.0
10	101000001.0	13.0	25.0	56.0
10	101500001.0	13.0	27.0	56.0
10	102000001.0	18.0	30.0	63.0
10	102500001.0	18.0	34.0	64.0
10	103000001.0	15.0	27.0	63.0
10	103500001.0	11.0	26.0	62.0
10	104000001.0	10.0	27.0	67.0
10	104500001.0	12.0	22.0	69.0
10	105000001.0	15.0	21.0	59.0
10	105500001.0	16.0	32.0	56.0
10	106000001.0	15.0	37.0	61.0
10	106500001.0	18.0	33.0	60.0
10	107000001.0	18.0	31.0	68.0
10	107500001.0	13.0	33.0	67.0
10	108000001.0	16.0	31.0	56.0
10	108500001.0	18.0	29.0	56.0
10	109000001.0	17.0	31.0	61.0
10	109500001.0	14.0	36.0	62.0
10	110000001.0	17.0	45.0	55.0
10	110500001.0	21.0	42.0	63.0
10	111000001.0	17.0	45.0	66.0
10	111500001.0	17.0	45.0	65.0
10	112000001.0	16.0	28.0	70.0
10	112500001.0	19.0	30.0	65.0
10	113000001.0	23.0	34.0	58.0
10	113500001.0	17.0	27.0	63.0
10	114000001.0	24.0	30.0	62.0
10	114500001.0	26.0	31.0	62.0
10	115000001.0	16.0	33.0	67.0
10	115500001.0	22.0	38.0	63.0
10	116000001.0	20.0	30.0	71.0
10	116500001.0	23.0	28.0	68.0
10	117000001.0	24.0	39.0	56.0
10	117500001.0	16.0	46.0	62.0
10	118000001.0	18.0	48.0	69.0
10	118500001.0	27.0	40.0	70.0
10	119000001.0	29.0	31.0	70.0
10	119500001.0	20.0	26.0	61.0
10	120000001.0	22.0	24.0	54.0
10	120500001.0	30.0	32.0	55.0
10	121000001.0	24.0	34.0	62.0
10	121500001.0	22.0	32.0	64.0
10	122000001.0	27.0	35.0	62.0
10	122500001.0	26.0	33.0	64.0
10	123000001.0	26.0	33.0	60.0
10	123500001.0	31.0	41.0	57.0
10	124000001.0	31.0	41.0	61.0
10	124500001.0	28.0	31.0	67.0
10	125000001.0	33.0	29.0	65.0
10	125500001.0	25.0	28.0	66.0
10	126000001.0	23.0	34.0	66.0
10	126500001.0	32.0	43.0	65.0
10	127000001.0	24.0	35.0	67.0
10	127500001.0	20.0	26.0	62.0
10	128000001.0	28.0	29.0	60.0
10	128500001.0	25.0	30.0	62.0
10	129000001.0	22.0	34.0	63.0
10	129500001.0	26.0	37.0	65.0
10	130000001.0	28.0	33.0	64.0
10	130500001.0	23.0	38.0	64.0
10	131000001.0	29.0	39.0	58.0
10	131500001.0	32.0	35.0	60.0
10	132000001.0	24.0	31.0	71.0
10	132500001.0	14.0	28.0	69.0
10	133000001.0	21.0	35.0	68.0
10	133500001.0	39.0	41.0	67.0
10	134000001.0	30.0	37.0	65.0
10	134500001.0	28.0	35.0	56.0
10	135000001.0	35.0	33.0	57.0
10	135500001.0	33.0	28.0	63.0
10	136000001.0	34.0	29.0	60.0
10	136500001.0	30.0	29.0	67.0
10	137000001.0	25.0	29.0	72.0
10	137500001.0	24.0	35.0	71.0
10	138000001.0	26.0	30.0	70.0
10	138500001.0	33.0	30.0	61.0
10	139000001.0	30.0	30.0	49.0
10	139500001.0	28.0	27.0	57.0
10	140000001.0	35.0	40.0	64.0
10	140500001.0	43.0	51.0	60.0
10	141000001.0	36.0	51.0	65.0
10	141500001.0	28.0	39.0	65.0
10	142000001.0	35.0	31.0	53.0
10	142500001.0	36.0	36.0	58.0
10	143000001.0	37.0	39.0	66.0
10	143500001.0	43.0	43.0	62.0
10	144000001.0	43.0	42.0	61.0
10	144500001.0	35.0	30.0	59.0
10	145000001.0	37.0	34.0	57.0
10	145500001.0	42.0	36.0	61.0
10	146000001.0	37.0	34.0	59.0
10	146500001.0	39.0	39.0	57.0
10	147000001.0	47.0	33.0	63.0
10	147500001.0	45.0	34.0	61.0
10	148000001.0	53.0	36.0	56.0
10	148500001.0	57.0	32.0	55.0
10	149000001.0	56.0	37.0	59.0
10	149500001.0	59.0	44.0	61.0
10	150000001.0	42.0	50.0	58.0
10	150491157.5	20.3601092523	41.7382239673	68.2063659954
2	500001.0	22.0	31.0	66.0
2	1000001.0	36.0	39.0	58.0
2	1500001.0	56.0	40.0	51.0
2	2000001.0	59.0	27.0	34.0
2	2500001.0	55.0	18.0	41.0
2	3000001.0	56.0	34.0	53.0
2	3500001.0	54.0	50.0	45.0
2	4000001.0	53.0	48.0	46.0
2	4500001.0	54.0	35.0	52.0
2	5000001.0	47.0	36.0	57.0
2	5500001.0	44.0	37.0	61.0
2	6000001.0	54.0	29.0	59.0
2	6500001.0	53.0	29.0	57.0
2	7000001.0	37.0	29.0	66.0
2	7500001.0	27.0	31.0	64.0
2	8000001.0	46.0	44.0	50.0
2	8500001.0	47.0	41.0	53.0
2	9000001.0	39.0	27.0	57.0
2	9500001.0	40.0	36.0	57.0
2	10000001.0	37.0	43.0	57.0
2	10500001.0	51.0	36.0	55.0
2	11000001.0	39.0	38.0	59.0
2	11500001.0	33.0	51.0	53.0
2	12000001.0	49.0	48.0	45.0
2	12500001.0	43.0	38.0	57.0
2	13000001.0	33.0	29.0	66.0
2	13500001.0	34.0	17.0	61.0
2	14000001.0	36.0	25.0	57.0
2	14500001.0	37.0	29.0	58.0
2	15000001.0	38.0	37.0	59.0
2	15500001.0	35.0	42.0	63.0
2	16000001.0	32.0	40.0	64.0
2	16500001.0	33.0	45.0	61.0
2	17000001.0	24.0	38.0	63.0
2	17500001.0	19.0	33.0	62.0
2	18000001.0	20.0	26.0	61.0
2	18500001.0	21.0	26.0	66.0
2	19000001.0	32.0	37.0	63.0
2	19500001.0	32.0	28.0	51.0
2	20000001.0	22.0	27.0	52.0
2	20500001.0	25.0	37.0	62.0
2	21000001.0	29.0	34.0	63.0
2	21500001.0	23.0	26.0	66.0
2	22000001.0	21.0	25.0	71.0
2	22500001.0	26.0	35.0	65.0
2	23000001.0	29.0	40.0	61.0
2	23500001.0	25.0	32.0	63.0
2	24000001.0	28.0	24.0	65.0
2	24500001.0	32.0	28.0	66.0
2	25000001.0	26.0	32.0	64.0
2	25500001.0	24.0	29.0	67.0
2	26000001.0	29.0	35.0	73.0
2	26500001.0	21.0	38.0	73.0
2	27000001.0	11.0	34.0	66.0
2	27500001.0	19.0	34.0	64.0
2	28000001.0	32.0	33.0	62.0
2	28500001.0	35.0	28.0	68.0
2	29000001.0	34.0	31.0	69.0
2	29500001.0	32.0	34.0	63.0
2	30000001.0	30.0	35.0	67.0
2	30500001.0	25.0	32.0	60.0
2	31000001.0	23.0	30.0	59.0
2	31500001.0	26.0	34.0	63.0
2	32000001.0	22.0	32.0	68.0
2	32500001.0	22.0	39.0	64.0
2	33000001.0	27.0	32.0	60.0
2	33500001.0	32.0	23.0	67.0
2	34000001.0	28.0	30.0	66.0
2	34500001.0	21.0	34.0	69.0
2	35000001.0	25.0	28.0	68.0
2	35500001.0	20.0	28.0	67.0
2	36000001.0	15.0	29.0	69.0
2	36500001.0	19.0	26.0	67.0
2	37000001.0	17.0	34.0	67.0
2	37500001.0	16.0	34.0	71.0
2	38000001.0	24.0	26.0	64.0
2	38500001.0	34.0	32.0	59.0
2	39000001.0	29.0	36.0	61.0
2	39500001.0	23.0	33.0	68.0
2	40000001.0	21.0	37.0	76.0
2	40500001.0	16.0	32.0	73.0
2	41000001.0	18.0	26.0	70.0
2	41500001.0	22.0	33.0	70.0
2	42000001.0	23.0	42.0	64.0
2	42500001.0	20.0	39.0	63.0
2	43000001.0	16.0	27.0	72.0
2	43500001.0	23.0	42.0	71.0
2	44000001.0	25.0	41.0	68.0
2	44500001.0	18.0	20.0	73.0
2	45000001.0	25.0	35.0	68.0
2	45500001.0	24.0	47.0	65.0
2	46000001.0	30.0	37.0	64.0
2	46500001.0	32.0	31.0	65.0
2	47000001.0	15.0	27.0	70.0
2	47500001.0	18.0	26.0	55.0
2	48000001.0	19.0	31.0	59.0
2	48500001.0	14.0	38.0	64.0
2	49000001.0	19.0	45.0	60.0
2	49500001.0	18.0	37.0	67.0
2	50000001.0	13.0	27.0	66.0
2	50500001.0	19.0	33.0	62.0
2	51000001.0	22.0	42.0	63.0
2	51500001.0	16.0	38.0	66.0
2	52000001.0	12.0	35.0	65.0
2	52500001.0	12.0	39.0	65.0
2	53000001.0	17.0	32.0	67.0
2	53500001.0	18.0	18.0	68.0
2	54000001.0	11.0	15.0	68.0
2	54500001.0	10.0	30.0	70.0
2	55000001.0	11.0	33.0	68.0
2	55500001.0	11.0	28.0	67.0
2	56000001.0	15.0	32.0	67.0
2	56500001.0	23.0	31.0	65.0
2	57000001.0	21.0	27.0	65.0
2	57500001.0	20.0	27.0	66.0
2	58000001.0	20.0	30.0	73.0
2	58500001.0	11.0	29.0	77.0
2	59000001.0	18.0	31.0	72.0
2	59500001.0	21.0	43.0	63.0
2	60000001.0	12.0	44.0	61.0
2	60500001.0	15.0	33.0	67.0
2	61000001.0	18.0	32.0	65.0
2	61500001.0	14.0	30.0	63.0
2	62000001.0	9.0	22.0	66.0
2	62500001.0	7.0	21.0	68.0
2	63000001.0	8.0	21.0	65.0
2	63500001.0	8.0	22.0	69.0
2	64000001.0	9.0	31.0	66.0
2	64500001.0	9.0	33.0	61.0
2	65000001.0	10.0	33.0	65.0
2	65500001.0	10.0	31.0	68.0
2	66000001.0	7.0	26.0	70.0
2	66500001.0	8.0	31.0	67.0
2	67000001.0	6.0	34.0	68.0
2	67500001.0	3.0	27.0	66.0
2	68000001.0	5.0	22.0	66.0
2	68500001.0	6.0	26.0	67.0
2	69000001.0	4.0	29.0	68.0
2	69500001.0	4.0	31.0	67.0
2	70000001.0	7.0	33.0	68.0
2	70500001.0	7.0	28.0	72.0
2	71000001.0	5.0	25.0	71.0
2	71500001.0	5.0	28.0	67.0
2	72000001.0	9.0	30.0	62.0
2	72500001.0	15.0	26.0	63.0
2	73000001.0	12.0	24.0	65.0
2	73500001.0	9.0	25.0	65.0
2	74000001.0	12.0	34.0	67.0
2	74500001.0	11.0	29.0	72.0
2	75000001.0	10.0	19.0	71.0
2	75500001.0	11.0	26.0	68.0
2	76000001.0	11.0	32.0	66.0
2	76500001.0	8.0	33.0	63.0
2	77000001.0	5.0	19.0	68.0
2	77500001.0	3.0	18.0	72.0
2	78000001.0	3.0	27.0	70.0
2	78500001.0	7.0	23.0	68.0
2	79000001.0	7.0	24.0	68.0
2	79500001.0	10.0	22.0	66.0
2	80000001.0	16.0	24.0	57.0
2	80500001.0	15.0	32.0	56.0
2	81000001.0	11.0	25.0	64.0
2	81500001.0	7.0	30.0	73.0
2	82000001.0	5.0	33.0	72.0
2	82500001.0	8.0	22.0	66.0
2	83000001.0	10.0	22.0	69.0
2	83500001.0	8.0	27.0	73.0
2	84000001.0	8.0	28.0	75.0
2	84500001.0	6.0	32.0	67.0
2	85000001.0	8.0	33.0	58.0
2	85500001.0	12.0	23.0	62.0
2	86000001.0	10.0	20.0	65.0
2	86500001.0	7.0	28.0	67.0
2	87000001.0	3.0	29.0	71.0
2	87500001.0	1.0	27.0	69.0
2	88000001.0	3.0	33.0	70.0
2	88500001.0	8.0	41.0	67.0
2	89000001.0	9.0	39.0	61.0
2	89500001.0	6.0	29.0	63.0
2	90000001.0	9.0	23.0	67.0
2	90500001.0	8.0	24.0	67.0
2	91000001.0	7.0	26.0	69.0
2	91500001.0	8.0	34.0	73.0
2	92000001.0	6.0	33.0	64.0
2	92500001.0	5.0	25.0	56.0
2	93000001.0	4.0	21.0	59.0
2	93500001.0	2.0	21.0	59.0
2	94000001.0	5.0	30.0	57.0
2	94500001.0	6.0	29.0	66.0
2	95000001.0	4.0	29.0	77.0
2	95500001.0	6.0	28.0	71.0
2	96000001.0	5.0	20.0	64.0
2	96500001.0	3.0	14.0	63.0
2	97000001.0	2.0	12.0	44.0
2	97500001.0	3.0	15.0	40.0
2	98000001.0	3.0	21.0	64.0
2	98500001.0	1.0	22.0	73.0
2	99000001.0	0.0	18.0	71.0
2	99500001.0	3.0	16.0	66.0
2	100000001.0	6.0	19.0	64.0
2	100500001.0	6.0	25.0	69.0
2	101000001.0	5.0	20.0	66.0
2	101500001.0	3.0	14.0	65.0
2	102000001.0	7.0	25.0	74.0
2	102500001.0	9.0	25.0	68.0
2	103000001.0	10.0	22.0	56.0
2	103500001.0	10.0	24.0	60.0
2	104000001.0	10.0	20.0	63.0
2	104500001.0	9.0	21.0	61.0
2	105000001.0	7.0	23.0	59.0
2	105500001.0	12.0	25.0	63.0
2	106000001.0	12.0	25.0	68.0
2	106500001.0	11.0	21.0	66.0
2	107000001.0	10.0	24.0	66.0
2	107500001.0	9.0	29.0	63.0
2	108000001.0	8.0	28.0	62.0
2	108500001.0	7.0	24.0	61.0
2	109000001.0	6.0	21.0	59.0
2	109500001.0	2.0	23.0	67.0
2	110000001.0	13.0	34.0	62.0
2	110500001.0	17.0	40.0	64.0
2	111000001.0	10.0	32.0	72.0
2	111500001.0	11.0	30.0	69.0
2	112000001.0	9.0	28.0	65.0
2	112500001.0	6.0	29.0	60.0
2	113000001.0	12.0	43.0	69.0
2	113500001.0	18.0	43.0	79.0
2	114000001.0	14.0	35.0	77.0
2	114500001.0	17.0	30.0	73.0
2	115000001.0	22.0	24.0	65.0
2	115500001.0	19.0	32.0	58.0
2	116000001.0	13.0	36.0	61.0
2	116500001.0	17.0	34.0	65.0
2	117000001.0	20.0	30.0	70.0
2	117500001.0	15.0	22.0	67.0
2	118000001.0	13.0	26.0	64.0
2	118500001.0	12.0	27.0	68.0
2	119000001.0	10.0	18.0	71.0
2	119500001.0	8.0	19.0	68.0
2	120000001.0	7.0	22.0	66.0
2	120500001.0	8.0	20.0	68.0
2	121000001.0	11.0	27.0	77.0
2	121500001.0	10.0	25.0	79.0
2	122000001.0	11.0	20.0	73.0
2	122500001.0	10.0	21.0	68.0
2	123000001.0	3.0	18.0	65.0
2	123500001.0	1.0	28.0	69.0
2	124000001.0	4.0	34.0	70.0
2	124500001.0	10.0	23.0	66.0
2	125000001.0	7.0	18.0	68.0
2	125500001.0	2.0	28.0	70.0
2	126000001.0	4.0	33.0	67.0
2	126500001.0	5.0	20.0	67.0
2	127000001.0	4.0	16.0	74.0
2	127500001.0	2.0	24.0	76.0
2	128000001.0	2.0	23.0	66.0
2	128500001.0	2.0	22.0	68.0
2	129000001.0	5.0	24.0	71.0
2	129500001.0	11.0	24.0	69.0
2	130000001.0	10.0	25.0	69.0
2	130500001.0	6.0	24.0	67.0
2	131000001.0	5.0	25.0	64.0
2	131500001.0	5.0	27.0	64.0
2	132000001.0	11.0	40.0	60.0
2	132500001.0	10.0	37.0	52.0
2	133000001.0	4.0	17.0	56.0
2	133500001.0	9.0	21.0	62.0
2	134000001.0	14.0	21.0	62.0
2	134500001.0	12.0	24.0	66.0
2	135000001.0	8.0	34.0	63.0
2	135500001.0	7.0	31.0	62.0
2	136000001.0	10.0	26.0	71.0
2	136500001.0	9.0	23.0	70.0
2	137000001.0	9.0	27.0	63.0
2	137500001.0	7.0	29.0	68.0
2	138000001.0	8.0	32.0	71.0
2	138500001.0	9.0	26.0	66.0
2	139000001.0	8.0	20.0	70.0
2	139500001.0	10.0	27.0	72.0
2	140000001.0	10.0	26.0	65.0
2	140500001.0	14.0	23.0	64.0
2	141000001.0	16.0	31.0	71.0
2	141500001.0	11.0	32.0	69.0
2	142000001.0	5.0	27.0	63.0
2	142500001.0	4.0	29.0	66.0
2	143000001.0	4.0	29.0	65.0
2	143500001.0	5.0	27.0	66.0
2	144000001.0	7.0	27.0	70.0
2	144500001.0	8.0	29.0	71.0
2	145000001.0	13.0	29.0	67.0
2	145500001.0	17.0	27.0	58.0
2	146000001.0	13.0	23.0	59.0
2	146500001.0	8.0	23.0	59.0
2	147000001.0	8.0	25.0	58.0
2	147500001.0	16.0	38.0	76.0
2	148000001.0	17.0	38.0	81.0
2	148500001.0	11.0	29.0	76.0
2	149000001.0	12.0	34.0	76.0
2	149500001.0	18.0	32.0	69.0
2	150000001.0	16.0	26.0	57.0
2	150500001.0	14.0	30.0	51.0
2	151000001.0	13.0	27.0	65.0
2	151500001.0	8.0	24.0	70.0
2	152000001.0	8.0	29.0	70.0
2	152500001.0	9.0	22.0	69.0
2	153000001.0	19.0	23.0	57.0
2	153500001.0	19.0	33.0	65.0
2	154000001.0	12.0	35.0	72.0
2	154500001.0	13.0	28.0	65.0
2	155000001.0	13.0	29.0	68.0
2	155500001.0	10.0	30.0	75.0
2	156000001.0	12.0	29.0	68.0
2	156500001.0	16.0	34.0	60.0
2	157000001.0	12.0	34.0	62.0
2	157500001.0	16.0	32.0	65.0
2	158000001.0	22.0	26.0	65.0
2	158500001.0	16.0	24.0	67.0
2	159000001.0	8.0	27.0	61.0
2	159500001.0	7.0	25.0	59.0
2	160000001.0	5.0	16.0	66.0
2	160500001.0	8.0	19.0	64.0
2	161000001.0	15.0	29.0	61.0
2	161500001.0	18.0	28.0	60.0
2	162000001.0	20.0	30.0	69.0
2	162500001.0	16.0	37.0	74.0
2	163000001.0	18.0	37.0	67.0
2	163500001.0	18.0	35.0	66.0
2	164000001.0	8.0	33.0	70.0
2	164500001.0	6.0	29.0	68.0
2	165000001.0	8.0	30.0	68.0
2	165500001.0	14.0	32.0	66.0
2	166000001.0	19.0	33.0	66.0
2	166500001.0	12.0	34.0	69.0
2	167000001.0	7.0	29.0	70.0
2	167500001.0	14.0	26.0	63.0
2	168000001.0	16.0	20.0	61.0
2	168500001.0	14.0	26.0	66.0
2	169000001.0	16.0	37.0	66.0
2	169500001.0	20.0	31.0	65.0
2	170000001.0	21.0	25.0	65.0
2	170500001.0	18.0	24.0	64.0
2	171000001.0	24.0	28.0	58.0
2	171500001.0	24.0	31.0	63.0
2	172000001.0	16.0	28.0	65.0
2	172500001.0	12.0	29.0	65.0
2	173000001.0	12.0	37.0	69.0
2	173500001.0	20.0	41.0	68.0
2	174000001.0	18.0	41.0	68.0
2	174500001.0	16.0	35.0	61.0
2	175000001.0	23.0	32.0	62.0
2	175500001.0	27.0	35.0	65.0
2	176000001.0	18.0	30.0	71.0
2	176500001.0	9.0	28.0	71.0
2	177000001.0	18.0	33.0	66.0
2	177500001.0	18.0	31.0	71.0
2	178000001.0	21.0	34.0	67.0
2	178500001.0	24.0	29.0	61.0
2	179000001.0	14.0	20.0	55.0
2	179500001.0	10.0	23.0	57.0
2	180000001.0	13.0	30.0	68.0
2	180500001.0	21.0	41.0	71.0
2	181000001.0	21.0	30.0	66.0
2	181500001.0	17.0	23.0	67.0
2	182000001.0	14.0	27.0	73.0
2	182500001.0	18.0	36.0	66.0
2	183000001.0	25.0	46.0	67.0
2	183500001.0	24.0	35.0	73.0
2	184000001.0	22.0	34.0	61.0
2	184500001.0	16.0	35.0	54.0
2	185000001.0	13.0	25.0	58.0
2	185500001.0	17.0	30.0	60.0
2	186000001.0	16.0	34.0	54.0
2	186500001.0	11.0	29.0	57.0
2	187000001.0	13.0	32.0	69.0
2	187500001.0	15.0	28.0	68.0
2	188000001.0	14.0	35.0	64.0
2	188500001.0	17.0	48.0	63.0
2	189000001.0	21.0	39.0	64.0
2	189500001.0	23.0	34.0	67.0
2	190000001.0	21.0	41.0	70.0
2	190500001.0	28.0	47.0	66.0
2	191000001.0	32.0	38.0	62.0
2	191500001.0	27.0	34.0	68.0
2	192000001.0	27.0	35.0	62.0
2	192500001.0	27.0	32.0	63.0
2	193000001.0	28.0	40.0	70.0
2	193500001.0	27.0	35.0	62.0
2	194000001.0	26.0	29.0	59.0
2	194500001.0	31.0	36.0	64.0
2	195000001.0	38.0	35.0	66.0
2	195500001.0	32.0	35.0	65.0
2	196000001.0	19.0	38.0	67.0
2	196500001.0	20.0	24.0	72.0
2	197000001.0	26.0	19.0	76.0
2	197500001.0	27.0	31.0	71.0
2	198000001.0	26.0	34.0	66.0
2	198500001.0	17.0	36.0	69.0
2	199000001.0	18.0	37.0	61.0
2	199500001.0	32.0	36.0	58.0
2	200000001.0	32.0	41.0	63.0
2	200500001.0	25.0	36.0	66.0
2	201000001.0	25.0	29.0	60.0
2	201500001.0	26.0	29.0	58.0
2	202000001.0	29.0	31.0	65.0
2	202500001.0	37.0	30.0	61.0
2	203000001.0	41.0	32.0	65.0
2	203500001.0	30.0	29.0	69.0
2	204000001.0	32.0	35.0	60.0
2	204500001.0	37.0	38.0	56.0
2	205000001.0	30.0	32.0	57.0
2	205500001.0	29.0	35.0	53.0
2	206000001.0	27.0	31.0	56.0
2	206500001.0	28.0	34.0	63.0
2	207000001.0	25.0	31.0	65.0
2	207500001.0	17.0	29.0	65.0
2	208000001.0	17.0	40.0	62.0
2	208500001.0	26.0	47.0	57.0
2	209000001.0	25.0	40.0	62.0
2	209500001.0	28.0	32.0	70.0
2	210000001.0	44.0	30.0	65.0
2	210500001.0	56.0	33.0	57.0
2	211000001.0	47.0	36.0	62.0
2	211500001.0	35.0	31.0	56.0
2	212000001.0	22.0	28.0	52.0
2	212500001.0	25.0	29.0	58.0
2	213000001.0	41.0	36.0	61.0
2	213500001.0	32.0	37.0	69.0
2	214000001.0	32.0	43.0	67.0
2	214500001.0	33.0	46.0	62.0
2	215000001.0	37.0	43.0	63.0
2	215500001.0	39.0	49.0	65.0
2	216000001.0	37.0	43.0	59.0
2	216500001.0	33.0	34.0	57.0
2	217000001.0	30.0	37.0	58.0
2	217500001.0	40.0	40.0	50.0
2	218000001.0	45.0	39.0	50.0
2	218500001.0	38.0	35.0	52.0
2	219000001.0	38.0	27.0	58.0
2	219500001.0	41.0	25.0	66.0
2	220000001.0	42.0	30.0	68.0
2	220500001.0	45.0	35.0	68.0
2	221000001.0	35.0	35.0	70.0
2	221500001.0	29.0	27.0	63.0
2	222000001.0	37.0	30.0	55.0
2	222500001.0	34.0	31.0	65.0
2	223000001.0	33.0	35.0	63.0
2	223500001.0	39.0	47.0	55.0
2	224000001.0	36.0	35.0	60.0
2	224500001.0	31.0	29.0	68.0
2	225000001.0	33.0	27.0	63.0
2	225500001.0	35.0	32.0	52.0
2	226000001.0	25.0	34.0	58.0
2	226500001.0	26.0	29.0	55.0
2	227000001.0	27.0	35.0	49.0
2	227500001.0	14.0	21.0	33.0
2	228000001.0	9.0	14.0	29.0
2	228500001.0	13.0	23.0	54.0
2	229000001.0	22.0	32.0	56.0
2	229500001.0	27.0	41.0	57.0
2	230000001.0	25.0	40.0	59.0
2	230500001.0	25.0	37.0	53.0
2	231000001.0	24.0	37.0	51.0
2	231500001.0	29.0	45.0	50.0
2	232000001.0	37.0	40.0	49.0
2	232500001.0	38.0	23.0	54.0
2	233000001.0	32.0	26.0	61.0
2	233500001.0	28.0	36.0	58.0
2	234000001.0	29.0	35.0	63.0
2	234500001.0	30.0	22.0	60.0
2	235000001.0	31.0	24.0	49.0
2	235500001.0	26.0	29.0	44.0
