1	0	1000000	28	142957	1000000	0.1429570
1	1000000	2000000	24	133086	1000000	0.1330860
1	2000000	3000000	20	129870	1000000	0.1298700
1	3000000	4000000	36	240215	1000000	0.2402150
1	4000000	5000000	32	193452	1000000	0.1934520
1	5000000	6000000	31	165131	1000000	0.1651310
1	6000000	7000000	37	273078	1000000	0.2730780
1	7000000	8000000	33	133543	1000000	0.1335430
1	8000000	9000000	38	200575	1000000	0.2005750
1	9000000	10000000	36	190598	1000000	0.1905980
1	10000000	11000000	31	215997	1000000	0.2159970
1	11000000	12000000	33	161893	1000000	0.1618930
1	12000000	13000000	33	233396	1000000	0.2333960
1	13000000	14000000	49	256534	1000000	0.2565340
1	14000000	15000000	33	179057	1000000	0.1790570
1	15000000	16000000	36	182416	1000000	0.1824160
1	16000000	17000000	31	156911	1000000	0.1569110
1	17000000	18000000	38	103549	1000000	0.1035490
1	18000000	19000000	33	190841	1000000	0.1908410
1	19000000	20000000	40	257625	1000000	0.2576250
1	20000000	21000000	40	158822	1000000	0.1588220
1	21000000	22000000	35	244633	1000000	0.2446330
1	22000000	23000000	40	238611	1000000	0.2386110
1	23000000	24000000	46	276818	1000000	0.2768180
1	24000000	25000000	24	153418	1000000	0.1534180
1	25000000	26000000	25	130439	1000000	0.1304390
1	26000000	27000000	26	141239	1000000	0.1412390
1	27000000	28000000	43	239555	1000000	0.2395550
1	28000000	29000000	28	220403	1000000	0.2204030
1	29000000	30000000	32	191321	1000000	0.1913210
1	30000000	31000000	27	136025	1000000	0.1360250
1	31000000	32000000	42	215968	1000000	0.2159680
1	32000000	33000000	35	300342	1000000	0.3003420
1	33000000	34000000	29	153649	1000000	0.1536490
1	34000000	35000000	32	158264	1000000	0.1582640
1	35000000	36000000	31	227990	1000000	0.2279900
1	36000000	37000000	30	180687	1000000	0.1806870
1	37000000	38000000	19	188911	1000000	0.1889110
1	38000000	39000000	45	206120	1000000	0.2061200
1	39000000	40000000	34	214082	1000000	0.2140820
1	40000000	41000000	33	154403	1000000	0.1544030
1	41000000	42000000	31	232026	1000000	0.2320260
1	42000000	43000000	31	193567	1000000	0.1935670
1	43000000	44000000	26	150187	1000000	0.1501870
1	44000000	45000000	30	176659	1000000	0.1766590
1	45000000	46000000	39	255449	1000000	0.2554490
1	46000000	47000000	44	195679	1000000	0.1956790
1	47000000	48000000	23	110021	1000000	0.1100210
1	48000000	49000000	29	150538	1000000	0.1505380
1	49000000	50000000	36	192955	1000000	0.1929550
1	50000000	51000000	32	148319	1000000	0.1483190
1	51000000	52000000	30	148932	1000000	0.1489320
1	52000000	53000000	32	210660	1000000	0.2106600
1	53000000	54000000	33	192726	1000000	0.1927260
1	54000000	55000000	41	237804	1000000	0.2378040
1	55000000	56000000	27	185503	1000000	0.1855030
1	56000000	57000000	30	167818	1000000	0.1678180
1	57000000	58000000	30	202200	1000000	0.2022000
1	58000000	59000000	33	156201	1000000	0.1562010
1	59000000	60000000	29	203510	1000000	0.2035100
1	60000000	61000000	38	274442	1000000	0.2744420
1	61000000	62000000	29	196373	1000000	0.1963730
1	62000000	63000000	29	175077	1000000	0.1750770
1	63000000	64000000	38	235107	1000000	0.2351070
1	64000000	65000000	37	224461	1000000	0.2244610
1	65000000	66000000	41	273918	1000000	0.2739180
1	66000000	67000000	36	201585	1000000	0.2015850
1	67000000	68000000	31	263017	1000000	0.2630170
1	68000000	69000000	34	134594	1000000	0.1345940
1	69000000	70000000	34	192622	1000000	0.1926220
1	70000000	71000000	31	194097	1000000	0.1940970
1	71000000	72000000	37	151814	1000000	0.1518140
1	72000000	73000000	34	139364	1000000	0.1393640
1	73000000	74000000	34	146962	1000000	0.1469620
1	74000000	75000000	41	176735	1000000	0.1767350
1	75000000	76000000	32	225784	1000000	0.2257840
1	76000000	77000000	23	153196	1000000	0.1531960
1	77000000	78000000	24	188020	1000000	0.1880200
1	78000000	79000000	33	207834	1000000	0.2078340
1	79000000	80000000	28	189553	1000000	0.1895530
1	80000000	81000000	30	251306	1000000	0.2513060
1	81000000	82000000	34	179059	1000000	0.1790590
1	82000000	83000000	31	230368	1000000	0.2303680
1	83000000	84000000	27	224535	1000000	0.2245350
1	84000000	85000000	30	214229	1000000	0.2142290
1	85000000	86000000	29	153841	1000000	0.1538410
1	86000000	87000000	33	197965	1000000	0.1979650
1	87000000	88000000	36	273330	1000000	0.2733300
1	88000000	89000000	40	221202	1000000	0.2212020
1	89000000	90000000	41	250909	1000000	0.2509090
1	90000000	91000000	30	172781	1000000	0.1727810
1	91000000	92000000	26	170741	1000000	0.1707410
1	92000000	93000000	26	180502	1000000	0.1805020
1	93000000	94000000	26	127334	1000000	0.1273340
1	94000000	95000000	31	193587	1000000	0.1935870
1	95000000	96000000	33	195031	1000000	0.1950310
1	96000000	97000000	36	242288	1000000	0.2422880
1	97000000	98000000	31	223702	1000000	0.2237020
1	98000000	99000000	35	219623	1000000	0.2196230
1	99000000	100000000	31	182152	1000000	0.1821520
1	100000000	101000000	28	238629	1000000	0.2386290
1	101000000	102000000	33	171251	1000000	0.1712510
1	102000000	103000000	27	196564	1000000	0.1965640
1	103000000	104000000	39	242181	1000000	0.2421810
1	104000000	105000000	33	154721	1000000	0.1547210
1	105000000	106000000	26	146347	1000000	0.1463470
1	106000000	107000000	21	165384	1000000	0.1653840
1	107000000	108000000	27	172102	1000000	0.1721020
1	108000000	109000000	22	207437	1000000	0.2074370
1	109000000	110000000	29	172046	1000000	0.1720460
1	110000000	111000000	24	164939	1000000	0.1649390
1	111000000	112000000	18	107731	1000000	0.1077310
