Prop_Genes	Prop_Tandem	Prop_RNATE	Prop_DNATE	Subgenome
0.117012	0.008843	0.633467	0.152158	Maize1
0.079481	0.012653	0.665071	0.262474	Maize1
0.041195	0.002151	0.820365	0.166696	Maize1
0.074385	0.004007	0.651051	0.134725	Maize1
0.107819	0.0	0.699707	0.232368	Maize1
0.060053	0.0	0.758684	0.17719	Maize1
0.101301	0.008245	0.721137	0.223289	Maize1
0.100184	0.016705	0.723888	0.103756	Maize1
0.093972	0.036544	0.721128	0.241991	Maize1
0.106733	0.002112	0.765396	0.209652	Maize1
0.094034	0.0	0.698656	0.171848	Maize1
0.052002	0.0	0.76022	0.198729	Maize1
0.075522	0.0	0.754756	0.14687	Maize1
0.04203	0.0	0.689743	0.143794	Maize1
0.025577	0.003818	0.757527	0.258014	Maize1
0.039016	0.0	0.58666	0.160889	Maize1
0.056171	0.0	0.689031	0.243539	Maize1
0.0577	0.0	0.722408	0.120888	Maize1
0.11231	0.010389	0.713375	0.103755	Maize1
0.054948	0.0	0.663016	0.207056	Maize1
0.02412	0.0	0.723329	0.162825	Maize1
0.0795	0.055298	0.744489	0.188387	Maize1
0.033413	0.0	0.700446	0.238768	Maize1
0.029126	0.0	0.689983	0.24101	Maize1
0.029206	0.0	0.70651	0.20512	Maize1
0.019153	0.001068	0.758941	0.091107	Maize1
0.049037	0.0	0.774253	0.174041	Maize1
0.011209	0.002961	0.793155	0.129251	Maize1
0.044144	0.003801	0.715967	0.151333	Maize1
0.039143	0.0	0.664283	0.173923	Maize1
0.040654	0.007182	0.659179	0.181842	Maize1
0.037233	0.0	0.737142	0.239306	Maize1
0.009722	0.0	0.706832	0.158407	Nonsyntenic
0.018054	0.0	0.618705	0.120937	Nonsyntenic
0.002238	0.0	0.563039	0.112903	Nonsyntenic
0.009736	0.0	0.7531	0.205774	Nonsyntenic
0.04319	0.0	0.560498	0.151312	Nonsyntenic
0.025847	0.0	0.744449	0.195986	Nonsyntenic
0.027158	0.001414	0.782119	0.169425	Nonsyntenic
0.028648	0.0	0.731256	0.091291	Maize1
0.007864	0.0	0.629405	0.168565	Maize1
0.004545	0.0	0.844586	0.125238	Maize1
0.020268	0.0	0.732896	0.188162	Maize1
0.018498	0.0	0.729645	0.148277	Maize1
0.068999	0.0	0.762965	0.10129	Maize1
0.031621	0.0	0.780106	0.122867	Maize1
0.113255	0.0	0.805456	0.144394	Maize1
0.060824	0.0	0.698686	0.259078	Maize1
0.002529	0.0	0.72184	0.242199	Maize1
0.028246	0.0	0.776551	0.079862	Maize1
0.026844	0.0	0.617664	0.131504	Maize1
0.028592	0.014564	0.645897	0.191787	Maize1
0.041137	0.01012	0.560119	0.142743	Maize1
0.039721	0.0	0.826242	0.217556	Maize1
0.0384	0.0	0.671452	0.172783	Maize1
0.045007	0.0	0.670209	0.280233	Maize1
0.010238	0.0	0.675693	0.159476	Maize1
0.126616	0.0	0.652591	0.198312	Nonsyntenic
0.013686	0.009068	0.664788	0.111098	Nonsyntenic
0.014639	0.0	0.643299	0.166152	Maize1
0.05083	0.0	0.701822	0.147773	Maize1
0.02899	0.0	0.756171	0.157776	Nonsyntenic
0.050231	0.004516	0.663564	0.142795	Nonsyntenic
0.03019	0.005865	0.760685	0.147132	Maize1
0.041478	0.0	0.712691	0.12579	Maize1
0.059298	0.0	0.777477	0.163502	Maize1
0.0726	0.0	0.704081	0.152086	Maize1
0.029099	0.0	0.749402	0.150566	Maize1
0.060059	0.005635	0.672579	0.159697	Maize1
0.044445	0.001773	0.698751	0.206604	Maize1
0.02911	0.0	0.717788	0.274034	Maize1
0.02949	0.001194	0.67942	0.139381	Maize1
0.052956	0.0	0.62083	0.146276	Maize1
0.025162	0.001202	0.68272	0.140888	Maize1
0.047076	0.015714	0.738121	0.194031	Maize1
0.081696	0.004269	0.640453	0.180635	Maize1
0.051172	0.010866	0.666825	0.201044	Maize1
0.008989	0.0	0.691128	0.224068	Maize1
0.050311	0.009989	0.654777	0.240915	Maize1
0.029083	0.0	0.654304	0.205579	Maize1
0.021409	0.0	0.724227	0.259105	Maize1
0.013971	0.0	0.71742	0.193499	Maize1
0.024094	0.001494	0.57979	0.144406	Maize1
0.071187	0.0	0.707199	0.215063	Maize1
0.085631	0.002652	0.751792	0.133518	Maize1
0.035273	0.0	0.712013	0.141247	Maize1
0.053498	0.0	0.622293	0.20776	Maize1
0.043694	0.0	0.678386	0.186862	Maize1
0.094489	0.047953	0.682843	0.157002	Maize1
0.050785	0.006751	0.768209	0.206228	Maize1
0.109732	0.004631	0.560521	0.204092	Maize1
0.094107	0.007985	0.794805	0.250071	Maize1
0.090801	0.0	0.660387	0.251736	Maize1
0.097886	0.0	0.692705	0.144976	Maize1
0.084014	0.0	0.71851	0.174451	Maize1
0.065359	0.00042	0.716658	0.215261	Maize1
0.102184	0.0	0.715514	0.141086	Maize1
0.035046	0.004042	0.810004	0.103219	Maize1
0.091163	0.005369	0.619191	0.171971	Maize1
0.057431	0.004189	0.701386	0.11208	Maize1
0.083917	0.0	0.722434	0.174366	Maize1
0.057957	0.0	0.749956	0.18925	Maize1
0.069822	0.00423	0.693512	0.155559	Nonsyntenic
0.063554	0.005435	0.685077	0.236483	Maize1
0.097486	0.0	0.67124	0.136208	Maize1
0.102201	0.0	0.681357	0.231426	Maize1
0.172649	0.009916	0.610332	0.218702	Maize1
0.128708	0.011638	0.638243	0.194757	Maize1
0.073095	0.005492	0.722391	0.137645	Maize1
0.092104	0.0	0.681841	0.178873	Maize1
0.095647	0.00616	0.64659	0.204007	Maize1
0.093706	0.006777	0.71255	0.173514	Maize1
0.097196	0.0	0.685439	0.178722	Maize1
0.10651	0.0	0.730626	0.184422	Maize1
0.104754	0.0	0.723232	0.202319	Maize1
0.111546	0.017091	0.723625	0.164695	Maize1
0.132312	0.034906	0.56933	0.220802	Maize1
0.062453	0.009504	0.740133	0.190425	Maize1
0.092605	0.019249	0.623597	0.173498	Maize1
0.052091	0.014077	0.637715	0.14887	Maize1
0.122187	0.001697	0.707672	0.179181	Maize1
0.17945	0.037909	0.677368	0.104081	Maize1
0.095077	0.002003	0.65424	0.245648	Maize1
0.07533	0.006099	0.606761	0.269603	Maize1
0.082714	0.009433	0.634045	0.162058	Maize1
0.102213	0.010646	0.648614	0.244645	Maize1
0.131712	0.000777	0.610982	0.124362	Maize1
0.087264	0.003908	0.680199	0.178579	Maize1
0.075416	0.000837	0.729735	0.122708	Maize1
0.083394	0.001761	0.600017	0.201009	Maize1
0.049544	0.002159	0.766768	0.180304	Maize1
0.094399	0.000345	0.548713	0.209168	Maize1
0.098384	0.0	0.618619	0.194558	Maize1
0.126024	0.018612	0.635447	0.223111	Maize1
0.094365	0.013158	0.68689	0.120344	Maize1
0.162478	0.000825	0.607462	0.155638	Maize1
0.087087	0.002286	0.668671	0.2395	Maize1
0.192594	0.027498	0.581809	0.205867	Maize1
0.190434	0.00679	0.500017	0.225735	Maize1
0.182823	0.002223	0.551897	0.179902	Maize1
0.118201	0.0	0.387847	0.183986	Maize1
0.109627	0.002349	0.500036	0.13395	Maize1
0.097928	0.007328	0.694419	0.182657	Maize1
0.179077	0.020809	0.55914	0.194311	Maize1
0.089845	0.004659	0.618717	0.189438	Maize1
0.228823	0.006303	0.482958	0.226119	Maize1
0.217421	0.018307	0.55338	0.297835	Maize1
0.188703	0.0	0.457233	0.143819	Maize1
0.180415	0.0	0.520629	0.175694	Maize1
0.246132	0.003395	0.533783	0.190704	Maize1
0.141893	0.00555	0.532682	0.192611	Maize1
0.1000454	0.0	0.5813032	0.1810605	Maize1
0.039393	0.001287	0.70527	0.234337	Maize1
0.060949	0.002718	0.670195	0.118702	Nonsyntenic
0.071292	0.003117	0.717241	0.210995	Maize1
0.105152	0.016446	0.711638	0.24254	Maize1
0.100188	0.002908	0.751439	0.248392	Maize1
0.029072	0.007318	0.800455	0.257497	Maize1
0.059281	0.01338	0.728768	0.304116	Maize1
0.092521	0.028867	0.784801	0.217159	Maize1
0.095396	0.04692	0.762219	0.138161	Maize1
0.045927	0.0	0.804046	0.162006	Maize1
0.013502	0.0	0.779462	0.166352	Nonsyntenic
0.0	0.0	0.452947	0.083071	Nonsyntenic
0.0	0.0	0.090531	0.035652	Nonsyntenic
0.000652	0.0	0.19269	0.03591	Nonsyntenic
0.003973	0.003099	0.60287	0.14352	Nonsyntenic
0.023757	0.016632	0.784921	0.143067	Nonsyntenic
0.01533	0.002389	0.752226	0.193685	Nonsyntenic
0.019698	0.003067	0.748769	0.189633	Nonsyntenic
0.070591	0.001737	0.725987	0.198296	Nonsyntenic
0.06567	0.0	0.774882	0.199796	Nonsyntenic
0.038149	0.005996	0.641734	0.181354	Nonsyntenic
0.029517	0.002021	0.745288	0.299503	Nonsyntenic
0.075243	0.0	0.680121	0.12873	Nonsyntenic
0.092266	0.004765	0.736012	0.273695	Nonsyntenic
0.069662	0.022495	0.727181	0.251331	Nonsyntenic
0.052382	0.012303	0.728932	0.181644	Nonsyntenic
0.008909	0.0	0.732164	0.133849	Maize1
0.013823	0.0	0.734806	0.248889	Maize1
0.105242	0.0	0.677253	0.218783	Maize1
0.057108	0.0	0.765934	0.236778	Maize1
0.033749	0.0	0.698843	0.157014	Maize1
0.03505	0.007687	0.640243	0.178813	Maize1
0.023099	0.006951	0.705564	0.142502	Maize1
0.145252	0.008176	0.669112	0.176841	Maize1
0.037836	0.00241	0.79123	0.16525	Maize1
0.046456	0.012706	0.72295	0.187564	Maize1
0.04857	0.019252	0.693285	0.226866	Maize1
0.0733	0.03085	0.800032	0.288899	Maize1
0.024531	0.005462	0.696827	0.252126	Maize1
0.014607	0.002634	0.669779	0.165998	Maize1
0.038105	0.00776	0.740138	0.219647	Maize1
0.060366	0.000429	0.688029	0.209343	Maize1
0.021673	0.009996	0.629113	0.193527	Maize1
0.020677	0.00552	0.705071	0.148236	Maize1
0.030617	0.0	0.816375	0.244546	Maize1
0.026412	0.002079	0.768054	0.217415	Maize1
0.039221	0.0	0.730109	0.191608	Maize1
0.023481	0.0	0.773488	0.199998	Maize1
0.019394	0.0	0.769696	0.225791	Maize1
0.003782	0.0	0.790621	0.219732	Maize1
0.023838	0.0	0.70486	0.159663	Maize1
0.011593	0.0	0.811328	0.103322	Maize1
0.024329	0.021332	0.759352	0.210392	Nonsyntenic
0.014642	0.005245	0.772749	0.234065	Nonsyntenic
0.037328	0.001856	0.69286	0.101097	Maize2
0.014747	0.0	0.789584	0.187676	Nonsyntenic
0.009574	0.0	0.801924	0.220132	Nonsyntenic
0.033629	0.0	0.697271	0.224307	Maize2
0.0648	0.003924	0.731286	0.177583	Maize2
0.015125	0.0	0.712368	0.181386	Maize2
0.036482	0.0	0.594928	0.103291	Maize2
0.066324	0.0	0.690765	0.229487	Maize2
0.041179	0.0	0.793616	0.148797	Maize2
0.022248	0.010193	0.749572	0.23368	Maize2
0.048935	0.001504	0.651817	0.125807	Maize2
0.038866	0.0	0.639149	0.173922	Maize2
0.048378	0.0	0.697731	0.176221	Maize2
0.022851	0.0	0.837695	0.215468	Maize2
0.014374	0.0	0.759138	0.184249	Maize2
0.033429	0.003075	0.671831	0.202525	Maize2
0.027921	0.016329	0.728482	0.262059	Maize2
0.069704	0.0	0.771611	0.244903	Maize2
0.03751	0.013747	0.647815	0.182605	Maize2
0.046331	0.0	0.718604	0.203442	Maize2
0.022108	0.000732	0.662195	0.146814	Maize2
0.064154	0.0	0.642733	0.189784	Maize2
0.065167	0.0	0.713133	0.168118	Maize2
0.057413	0.0	0.635383	0.268158	Maize2
0.031095	0.005839	0.662381	0.170238	Maize2
0.024089	0.0	0.723073	0.208786	Maize2
0.021248	0.019769	0.722149	0.188662	Maize2
0.041889	0.013743	0.725214	0.180457	Maize2
0.019612	0.0	0.648466	0.189278	Maize2
0.057692	0.005341	0.622257	0.206807	Maize2
0.050392	0.007759	0.76626	0.146682	Maize2
0.082884	0.001906	0.64668	0.191522	Maize2
0.071229	0.005225	0.728462	0.160539	Maize2
0.05477	0.0	0.645115	0.302076	Maize2
0.090866	0.0	0.772915	0.239121	Maize2
0.056742	0.002928	0.689997	0.166304	Maize2
0.085484	0.0	0.720953	0.252907	Maize2
0.111496	0.006511	0.532609	0.202788	Maize2
0.031964	0.010593	0.800921	0.179927	Maize2
0.08601	0.00627	0.687954	0.237915	Maize2
0.053186	0.0	0.735766	0.255903	Maize2
0.10024	0.01058	0.692965	0.278454	Maize2
0.047009	0.020856	0.665713	0.207858	Maize2
0.105147	0.020305	0.66449	0.176183	Maize2
0.073732	0.0	0.656892	0.183235	Maize2
0.125001	0.00724	0.615985	0.24944	Maize2
0.080686	0.002004	0.70881	0.212137	Maize2
0.055118	0.010048	0.604312	0.23517	Maize2
0.025339	0.008157	0.373796	0.126566	Maize2
0.052013	0.013307	0.686351	0.186645	Nonsyntenic
0.024854	0.017854	0.788003	0.204134	Nonsyntenic
0.095543	0.0	0.594419	0.313917	Maize2
0.126183	0.047056	0.576531	0.240507	Maize2
0.080367	0.0	0.701413	0.20982	Maize2
0.163358	0.026751	0.577329	0.211664	Maize2
0.063584	0.001068	0.616654	0.203953	Maize2
0.086991	0.000549	0.703568	0.27572	Nonsyntenic
0.094778	0.006029	0.622137	0.227515	Maize2
0.100682	0.0	0.682293	0.216972	Maize2
0.136688	0.004521	0.520136	0.206986	Maize2
0.088944	0.001956	0.60919	0.228067	Maize2
0.073845	0.001995	0.697711	0.141666	Maize2
0.095401	0.0	0.604976	0.165864	Maize2
0.078758	0.005103	0.745083	0.200678	Maize2
0.091233	0.00303	0.646178	0.23038	Maize2
0.069321	0.000552	0.666508	0.138808	Maize2
0.075517	0.007139	0.671694	0.252521	Maize2
0.088746	0.0	0.573265	0.199444	Maize2
0.116259	0.0	0.604404	0.217434	Maize2
0.05461	0.004329	0.706205	0.159572	Maize2
0.152492	0.021855	0.583105	0.168669	Maize2
0.088998	0.0	0.572721	0.197031	Nonsyntenic
0.110324	0.0	0.557751	0.208576	Maize2
0.107398	0.024945	0.547634	0.230029	Maize1
0.18754	0.005093	0.544165	0.23012	Maize1
0.079236	0.001625	0.651296	0.154097	Maize1
0.122565	0.040204	0.657444	0.206078	Maize1
0.078199	0.003468	0.744309	0.221276	Nonsyntenic
0.10285	0.002453	0.557459	0.168812	Maize1
0.063967	0.01523	0.526576	0.232195	Maize1
0.083717	0.006301	0.559462	0.174641	Maize1
0.082201	0.019105	0.636975	0.180706	Maize1
0.075694	0.005347	0.540201	0.179534	Maize1
0.121542	0.0	0.582795	0.232273	Maize1
0.123461	0.0	0.599584	0.194913	Nonsyntenic
0.103834	0.0	0.619027	0.102939	Nonsyntenic
0.113113	0.011176	0.700408	0.184737	Maize1
0.060796	0.007091	0.621462	0.204307	Maize1
0.079883	0.000594	0.690296	0.156082	Maize1
0.169263	0.01189	0.568868	0.211158	Maize1
0.200575	0.004917	0.609331	0.186929	Maize1
0.176765	0.021499	0.481831	0.190672	Maize1
0.083006	0.012139	0.443873	0.101255	Maize1
0.171833	0.018635	0.647384	0.160081	Maize1
0.166036	0.0	0.591358	0.238921	Maize1
0.095733	0.0	0.661275	0.184118	Maize1
0.12767	0.014207	0.59405	0.195754	Maize1
0.155038	0.0	0.533703	0.193118	Maize1
0.116729	0.010275	0.685479	0.233748	Maize1
0.088498	0.001449	0.507477	0.278122	Maize1
0.172958	0.00771	0.569716	0.234199	Maize1
0.10401	0.0	0.636848	0.253873	Maize1
0.098115	0.005364	0.558777	0.180713	Maize1
0.167378	0.0312	0.582332	0.201537	Maize1
0.162105	0.0	0.581819	0.203471	Maize1
0.152346	0.015757	0.615352	0.234546	Maize1
0.12319	0.007968	0.657912	0.247517	Maize1
0.113446	0.001114	0.534469	0.243522	Maize1
0.12386	0.006555	0.494034	0.167665	Maize1
0.155086	0.003005	0.555261	0.132371	Maize1
0.161966	0.031178	0.601381	0.124607	Maize1
0.214959	0.011448	0.533618	0.165064	Maize1
0.186669	0.013436	0.501966	0.16128	Maize1
0.143348	0.00491	0.639814	0.180583	Maize1
0.16933	0.007177	0.473134	0.204554	Maize1
0.198108	0.029753	0.593416	0.161657	Maize1
0.15231	0.006346	0.62415	0.247825	Maize1
0.178548	0.009249	0.61281	0.218347	Maize1
0.127308	0.003777	0.623696	0.190942	Maize1
0.023936	0.006852	0.634117	0.119878	Nonsyntenic
0.0	0.0	0.6814893	0.6182393	Nonsyntenic
0.075529	0.004143	0.644556	0.201586	Maize1
0.117398	0.032037	0.666898	0.160347	Maize1
0.221225	0.047057	0.613042	0.212954	Maize1
0.065286	0.001458	0.628744	0.181062	Maize1
0.118218	0.01134	0.634656	0.146428	Maize1
0.119994	0.0	0.613831	0.187049	Maize1
0.06744	0.006315	0.673795	0.189677	Maize1
0.122733	0.009889	0.65946	0.241049	Maize1
0.098295	0.002403	0.657411	0.237699	Maize1
0.10763	0.005832	0.67525	0.222415	Maize1
0.059392	0.001851	0.643435	0.197445	Maize1
0.064112	0.025218	0.68093	0.226021	Maize1
0.056784	0.008481	0.722737	0.198838	Maize1
0.056704	0.005062	0.765959	0.187759	Maize1
0.067526	0.009398	0.682522	0.165698	Maize1
0.114526	0.035478	0.549007	0.19544	Maize1
0.035605	0.002079	0.698011	0.18162	Maize1
0.05933	0.001932	0.750721	0.216997	Maize1
0.052207	0.0	0.553356	0.22149	Maize1
0.065448	0.002415	0.703165	0.186681	Maize1
0.096532	0.0	0.639587	0.177608	Maize1
0.023435	0.0	0.623983	0.25637	Maize1
0.045557	0.001689	0.634523	0.23039	Maize1
0.054045	0.008238	0.75044	0.211557	Maize1
0.059578	0.0162	0.687592	0.175158	Maize1
0.052714	0.008051	0.767385	0.212935	Maize1
0.042544	0.015136	0.730702	0.264812	Maize1
0.03178	0.0	0.703947	0.197667	Maize1
0.067532	0.003699	0.612143	0.148892	Maize1
0.069122	0.0	0.642726	0.190766	Maize1
0.053906	0.007351	0.680581	0.196069	Maize1
0.055068	0.003742	0.741438	0.105702	Maize1
0.034906	0.007419	0.690948	0.255676	Maize1
0.077548	0.0	0.720003	0.123052	Maize1
0.057408	0.0	0.661984	0.147674	Maize1
0.045085	0.0	0.637308	0.119769	Maize1
0.035402	0.0	0.635641	0.175666	Maize1
0.122472	0.0	0.597485	0.141793	Maize1
0.016273	0.0	0.708241	0.196592	Maize1
0.032499	0.0	0.733859	0.165025	Maize1
0.024533	0.0	0.580168	0.150733	Maize1
0.033629	0.00241	0.661258	0.185022	Maize1
0.032422	0.005742	0.631743	0.155768	Maize1
0.063409	0.001468	0.744708	0.127709	Maize1
0.058344	0.0	0.656923	0.164136	Maize1
0.039432	0.0	0.751809	0.118327	Maize1
0.118875	0.0	0.727338	0.230795	Maize1
0.043144	0.0	0.719943	0.229675	Maize1
0.035663	0.0	0.755745	0.130191	Nonsyntenic
0.039099	0.0	0.688326	0.184326	Nonsyntenic
0.021155	0.006328	0.645568	0.22825	Nonsyntenic
0.047707	0.0	0.714158	0.232196	Nonsyntenic
0.057651	0.001678	0.654917	0.184405	Maize1
0.056417	0.0	0.607282	0.170969	Maize1
0.013047	0.001824	0.69726	0.186546	Maize1
0.006418	0.000411	0.773833	0.163759	Maize1
0.020058	0.006227	0.75315	0.143871	Maize1
0.013364	0.000961	0.765217	0.091128	Nonsyntenic
0.020977	0.0	0.571608	0.150882	Nonsyntenic
0.004164	0.0	0.781344	0.239276	Nonsyntenic
0.0	0.0	0.74084	0.152684	Nonsyntenic
0.012862	0.0	0.752477	0.189362	Nonsyntenic
0.018523	0.0	0.793052	0.186725	Nonsyntenic
0.028765	0.0	0.852548	0.158359	Nonsyntenic
0.027847	0.0	0.735222	0.228992	Nonsyntenic
0.018766	0.0	0.817559	0.111903	Nonsyntenic
0.002705	0.0	0.826792	0.197788	Nonsyntenic
0.012019	0.0	0.852927	0.126264	Nonsyntenic
0.003679	0.0	0.772186	0.079138	Nonsyntenic
0.014184	0.0	0.752691	0.123974	Nonsyntenic
0.034346	0.006503	0.76688	0.185095	Nonsyntenic
0.027861	0.005464	0.728647	0.155027	Nonsyntenic
0.020754	0.0	0.826367	0.161296	Nonsyntenic
0.030628	0.0	0.682574	0.074598	Nonsyntenic
0.074339	0.0	0.772353	0.147524	Maize1
0.050643	0.0	0.687391	0.084451	Maize1
0.015121	0.0	0.737809	0.146912	Maize1
0.005455	0.0	0.798108	0.246393	Nonsyntenic
0.054382	0.0	0.695135	0.123008	Nonsyntenic
0.048386	0.012703	0.623862	0.196414	Nonsyntenic
0.04044	0.016514	0.738934	0.203838	Maize1
0.056573	0.0	0.664717	0.131796	Maize1
0.00572	0.0	0.711665	0.159159	Maize1
0.040069	0.0	0.655556	0.166027	Maize1
0.074916	0.0	0.582901	0.150848	Nonsyntenic
0.060395	0.0	0.633709	0.194435	Maize1
0.016603	0.009962	0.669572	0.1276	Maize1
0.111436	0.0	0.592985	0.197347	Maize1
0.047699	0.0	0.638482	0.145323	Maize1
0.034594	0.0	0.693072	0.126214	Maize1
0.018348	0.0	0.760903	0.179338	Maize1
0.133427	0.0	0.669761	0.154092	Maize1
0.033962	0.004979	0.622791	0.13518	Maize1
0.024792	0.009815	0.51817	0.120135	Maize1
0.025996	0.0	0.705619	0.150669	Maize1
0.019847	0.003906	0.653028	0.158868	Maize1
0.032324	0.0	0.710824	0.20598	Maize1
0.050165	0.0	0.65858	0.178444	Maize1
0.090481	0.032755	0.655242	0.198656	Maize1
0.040591	0.0	0.699553	0.136436	Maize1
0.053845	0.0	0.699913	0.219499	Maize1
0.052455	0.0	0.702607	0.125345	Maize1
0.037734	0.017351	0.657291	0.186153	Maize1
0.023163	0.009847	0.622294	0.121664	Maize1
0.070328	0.003838	0.709065	0.147062	Maize1
0.046085	0.004763	0.61383	0.215556	Maize1
0.026202	0.0	0.733114	0.199864	Maize1
0.0162	0.0	0.55724	0.214555	Maize1
0.047273	0.002903	0.583555	0.120442	Maize1
0.061727	0.0	0.61626	0.128411	Maize1
0.040553	0.0	0.666996	0.162194	Maize1
0.029656	0.007209	0.589994	0.195739	Maize1
0.066067	0.0	0.662424	0.179801	Maize1
0.075768	0.0	0.720416	0.213579	Maize1
0.0576	0.0	0.80081	0.202163	Maize1
0.020407	0.0	0.706323	0.198233	Maize1
0.031623	0.006539	0.715303	0.15166	Maize1
0.021285	0.014454	0.654569	0.214251	Maize1
0.05176	0.00648	0.699025	0.193019	Maize1
0.077865	0.009189	0.615263	0.092611	Maize1
0.035704	0.022532	0.610792	0.093737	Maize1
0.092208	0.010175	0.704929	0.236095	Maize1
0.104583	0.034423	0.703909	0.191293	Maize1
0.029174	0.004035	0.656034	0.197274	Maize1
0.062278	0.001384	0.679063	0.194367	Maize1
0.07017	0.0	0.697448	0.234277	Maize1
0.040962	0.001884	0.698209	0.220836	Maize1
0.064635	0.0	0.679603	0.196646	Maize1
0.040916	0.0	0.704168	0.267798	Maize1
0.041477	0.0	0.665354	0.210595	Maize1
0.094109	0.065146	0.746835	0.206391	Maize1
0.076187	0.014905	0.690346	0.259924	Maize1
0.047458	0.00409	0.666078	0.224158	Maize1
0.093915	0.003123	0.69551	0.16736	Maize1
0.075169	0.00503	0.586158	0.220929	Maize1
0.063873	0.009219	0.663435	0.218393	Maize1
0.08167	0.0	0.642479	0.196343	Maize1
0.098717	0.006893	0.58776	0.181631	Maize1
0.114472	0.001389	0.660675	0.187961	Maize1
0.159986	0.0	0.620013	0.176233	Maize1
0.093131	0.005564	0.640274	0.162246	Maize1
0.08381	0.002667	0.643638	0.18991	Maize1
0.107733	0.006316	0.665383	0.191829	Maize1
0.120161	0.010602	0.638365	0.202819	Maize1
0.065261	0.003527	0.722321	0.193926	Maize1
0.106038	0.008564	0.678328	0.223645	Maize1
0.137176	0.013177	0.62926	0.193165	Maize1
0.112601	0.001778	0.710537	0.162523	Maize1
0.138057	0.003369	0.631509	0.151745	Maize1
0.125134	0.00135	0.630968	0.287077	Maize1
0.13069	0.0	0.58321	0.212391	Maize1
0.12226	0.006029	0.680934	0.17874	Maize1
0.090988	0.002256	0.650702	0.152192	Maize1
0.123789	0.02589	0.539345	0.217662	Maize1
0.107862	0.004349	0.695666	0.185009	Maize1
0.147462	0.0	0.582911	0.158371	Maize1
0.134295	0.007843	0.635172	0.182167	Maize1
0.09062	0.002082	0.66334	0.210511	Maize1
0.139418	0.000666	0.560189	0.219159	Maize1
0.135155	0.013104	0.561277	0.190088	Maize1
0.091749	0.044099	0.644859	0.178769	Maize1
0.098714	0.035995	0.670481	0.225521	Maize1
0.112188	0.01585	0.599299	0.282295	Maize1
0.163778	0.0	0.6333	0.299707	Maize1
0.162535	0.0115	0.618733	0.27354	Maize1
0.187227	0.00411	0.543771	0.136507	Maize1
0.067857	0.021311	0.704072	0.232248	Maize1
0.223219	0.008054	0.516336	0.263943	Maize1
0.135435	0.002762	0.641175	0.167091	Maize1
0.088268	0.006597	0.69942	0.203826	Maize1
0.130368	0.010911	0.564797	0.197816	Maize1
0.142333	0.0	0.509406	0.202881	Maize1
0.143601	0.016041	0.673625	0.23615	Maize1
0.135085	0.003022	0.499865	0.128146	Maize1
0.150498	0.024578	0.593926	0.208884	Maize1
0.149183	0.056544	0.673948	0.271466	Maize1
0.256269	0.025441	0.521189	0.216833	Maize1
0.163479	0.004252	0.593559	0.163947	Maize1
0.18129	0.009782	0.474633	0.33283	Maize1
0.238488	0.030785	0.589297	0.200866	Maize1
0.210319	0.0	0.491685	0.176809	Maize1
0.095809	0.003834	0.62412	0.171358	Maize1
0.0264401	0.0032814	0.7821734	0.1997578	Nonsyntenic
0.097389	0.0	0.56654	0.250429	Maize2
0.072974	0.0	0.71247	0.200978	Maize2
0.081508	0.0	0.65619	0.117225	Maize2
0.111449	0.001482	0.624986	0.254862	Maize2
0.107204	0.012111	0.648013	0.116783	Maize2
0.138592	0.039999	0.607081	0.215726	Maize2
0.141044	0.0	0.566924	0.223463	Maize2
0.064451	0.004201	0.730314	0.175508	Maize2
0.133756	0.007108	0.554879	0.228211	Maize2
0.113386	0.097972	0.691757	0.255015	Maize2
0.056767	0.017362	0.703411	0.208548	Maize2
0.085081	0.005538	0.64927	0.179572	Maize2
0.053016	0.0	0.673031	0.258824	Maize2
0.110724	0.015623	0.674026	0.148893	Maize2
0.125156	0.003445	0.673636	0.226092	Maize2
0.097046	0.018186	0.687042	0.165734	Maize2
0.120472	0.039698	0.655389	0.197126	Maize2
0.145463	0.0	0.590973	0.290606	Maize2
0.073164	0.0	0.732319	0.189307	Maize2
0.116867	0.008745	0.731524	0.220677	Maize2
0.060065	0.0	0.715138	0.253543	Nonsyntenic
0.0734	0.0	0.675932	0.210857	Maize2
0.052542	0.0	0.671869	0.202731	Maize2
0.066136	0.0	0.65751	0.231821	Maize2
0.054101	0.006501	0.735465	0.201331	Maize2
0.121444	0.022772	0.750106	0.174437	Maize2
0.072736	0.0	0.774203	0.23374	Maize2
0.058157	0.0	0.644219	0.177861	Maize2
0.04171	0.003586	0.716706	0.194767	Maize2
0.062706	0.002001	0.720782	0.232989	Maize2
0.139354	0.0	0.663421	0.217575	Maize2
0.013068	0.0	0.511746	0.1534	Nonsyntenic
0.0	0.0	0.415626	0.100726	Nonsyntenic
0.026615	0.0	0.72031	0.179764	Maize2
0.02954	0.0	0.626954	0.252952	Maize2
0.024911	0.001035	0.640044	0.185403	Maize2
0.007592	0.0	0.616938	0.152448	Maize2
0.033418	0.005365	0.704932	0.187709	Maize2
0.0576	0.011462	0.682277	0.205425	Maize2
0.030778	0.0	0.65381	0.208697	Nonsyntenic
0.030081	0.0	0.666019	0.162364	Maize2
0.054901	0.0	0.737065	0.191594	Maize2
0.021317	0.0	0.692164	0.221493	Maize2
0.014519	0.0	0.777663	0.124886	Maize2
0.052721	0.0	0.649429	0.124064	Maize2
0.069844	0.0	0.695452	0.204423	Maize2
