Prop_Genes	Prop_Tandem	Prop_RNATE	Prop_DNATE	Subgenome
0.113881	0.005277	0.606327	0.158889	Maize2
0.131215	0.0	0.590358	0.096595	Maize2
0.1341108	0.0	0.5469661	0.3174579	Maize2
0.103578	0.0041	0.576659	0.215957	Maize1
0.183229	0.0035	0.553212	0.202892	Maize1
0.172574	0.006323	0.489502	0.227833	Maize1
0.139702	0.005426	0.65561	0.219943	Maize1
0.099568	0.0	0.501929	0.178862	Maize1
0.085462	0.0	0.639836	0.230224	Maize1
0.0947	0.012323	0.590035	0.25592	Maize1
0.172941	0.0	0.674823	0.194131	Maize1
0.154509	0.044294	0.609801	0.262415	Maize1
0.148259	0.003875	0.560121	0.193832	Maize1
0.039394	0.001398	0.701272	0.215388	Maize1
0.097662	0.003303	0.694521	0.199431	Maize1
0.128097	0.009628	0.658788	0.212403	Maize1
0.115525	0.047264	0.754175	0.234272	Maize1
0.118998	0.0	0.657811	0.155728	Maize1
0.09423	0.045596	0.621225	0.211076	Maize1
0.093502	0.005695	0.666633	0.24067	Maize1
0.077207	0.0	0.732051	0.191361	Maize1
0.064496	0.003147	0.680216	0.226271	Maize1
0.09626	0.038743	0.68092	0.217606	Maize1
0.062795	0.028562	0.656703	0.164016	Maize1
0.062206	0.002733	0.646625	0.172187	Maize1
0.043689	0.0	0.655022	0.218386	Maize1
0.054352	0.008729	0.670902	0.210967	Maize1
0.061838	0.0	0.764046	0.189853	Maize1
0.046446	0.01776	0.642372	0.192304	Maize1
0.032999	0.0	0.684144	0.164981	Maize1
0.036104	0.000993	0.714014	0.278653	Maize1
0.045648	0.0	0.665279	0.092645	Maize1
0.113472	0.014737	0.60559	0.23774	Maize1
0.14855	0.0	0.776605	0.133385	Maize1
0.063125	0.0	0.704303	0.175762	Maize1
0.042055	0.000639	0.766952	0.116247	Maize1
0.044894	0.001726	0.660219	0.207417	Maize1
0.023745	0.002098	0.666529	0.180054	Maize1
0.082878	0.0	0.644777	0.211999	Maize1
0.041486	0.012351	0.697659	0.21282	Maize1
0.06955	0.0	0.727245	0.151967	Maize1
0.072007	0.0	0.726336	0.217357	Maize1
0.044174	0.0	0.706037	0.190679	Maize1
0.109947	0.0	0.672033	0.201928	Maize1
0.048234	0.0	0.636548	0.210533	Maize1
0.049964	0.002846	0.752469	0.116191	Maize1
0.056653	0.001065	0.643425	0.100507	Maize1
0.050951	0.0	0.550039	0.133339	Maize1
0.040482	0.0	0.752412	0.200802	Maize1
0.037741	0.017752	0.573245	0.213832	Maize1
0.056437	0.000968	0.541382	0.18997	Maize1
0.034728	0.0	0.659112	0.2157	Maize1
0.039833	0.000447	0.654008	0.239735	Maize1
0.028081	0.001306	0.685687	0.16953	Maize1
0.046035	0.002499	0.709338	0.221036	Maize1
0.061429	0.0	0.63308	0.183928	Maize1
0.030629	0.001617	0.664766	0.109465	Maize1
0.024231	0.0	0.719698	0.260448	Maize1
0.04567	0.004612	0.64321	0.19629	Maize1
0.026913	0.008531	0.695907	0.188089	Maize1
0.066184	0.0	0.671708	0.130532	Maize1
0.088419	0.022244	0.692496	0.166046	Maize1
0.066052	0.009825	0.633031	0.169406	Maize1
0.064734	0.017684	0.673896	0.149592	Maize1
0.022398	0.0	0.738342	0.126315	Maize1
0.02396	0.0	0.729524	0.160119	Maize1
0.016703	0.0	0.782354	0.130162	Maize1
0.047314	0.001449	0.711185	0.148278	Maize1
0.018128	0.000939	0.721382	0.195541	Maize1
0.038806	0.0	0.609837	0.06951	Maize1
0.030275	0.009599	0.678385	0.190097	Maize1
0.07536	0.0	0.664519	0.18082	Maize1
0.002951	0.000624	0.668432	0.108821	Maize1
0.012937	0.003463	0.707386	0.184779	Nonsyntenic
0.039165	0.003464	0.75865	0.188484	Nonsyntenic
0.004451	0.0	0.79743	0.085497	Nonsyntenic
0.086788	0.0	0.735741	0.104062	Nonsyntenic
0.029573	0.0	0.758184	0.145537	Nonsyntenic
0.024288	0.0	0.77599	0.126638	Nonsyntenic
0.005026	0.0	0.760169	0.143445	Nonsyntenic
0.022629	0.0	0.760011	0.100463	Nonsyntenic
0.004921	0.003093	0.724319	0.15814	Nonsyntenic
0.035429	0.001368	0.710768	0.116359	Nonsyntenic
0.013773	0.0	0.65211	0.195535	Maize1
0.024666	0.0	0.773178	0.210231	Maize1
0.029686	0.0	0.773171	0.123399	Maize1
0.046079	0.0	0.8034	0.17401	Nonsyntenic
0.0	0.0	0.923181	0.144454	Nonsyntenic
0.008169	0.0	0.789241	0.189715	Nonsyntenic
0.00596	0.0	0.467347	0.073982	Nonsyntenic
0.020951	0.0	0.729231	0.185223	Nonsyntenic
0.009266	0.0	0.692247	0.125256	Nonsyntenic
0.014578	0.003865	0.763202	0.199865	Maize2
0.005423	0.003865	0.83427	0.073071	Maize2
0.004686	0.0	0.674212	0.180861	Maize2
0.049243	0.0	0.669498	0.215459	Maize2
0.025828	0.0	0.705194	0.165309	Maize2
0.049546	0.0	0.629893	0.168941	Maize2
0.060384	0.0	0.707164	0.167327	Maize2
0.067405	0.008374	0.75019	0.112524	Maize2
0.090945	0.0	0.701651	0.121651	Maize2
0.017539	0.0	0.840498	0.185665	Maize2
0.068666	0.032816	0.734099	0.160074	Maize2
0.045456	0.0	0.692163	0.236801	Maize2
0.015613	0.004013	0.64807	0.161244	Maize2
0.045398	0.004517	0.738156	0.235065	Nonsyntenic
0.022505	0.0	0.716247	0.184153	Nonsyntenic
0.025082	0.0	0.795419	0.121199	Maize2
0.048255	0.0	0.694409	0.081177	Maize2
0.020961	0.003442	0.670045	0.230763	Maize2
0.020654	0.00297	0.666372	0.170144	Maize2
0.034355	0.0	0.72009	0.118161	Maize2
0.029671	0.0	0.614702	0.196594	Maize2
0.039283	0.000945	0.600722	0.169229	Maize2
0.02832	0.0	0.668841	0.190819	Nonsyntenic
0.039735	0.0	0.733044	0.184424	Nonsyntenic
0.019228	0.0	0.57563	0.134282	Nonsyntenic
0.058571	0.0	0.739033	0.192374	Maize2
0.026555	0.0	0.767554	0.159657	Maize2
0.035828	0.0	0.797565	0.189103	Maize2
0.031044	0.001164	0.717788	0.156759	Maize2
0.038526	0.006074	0.643637	0.219012	Maize2
0.040448	0.0	0.647257	0.188625	Maize2
0.047719	0.01773	0.753658	0.136943	Maize2
0.023065	0.0	0.67892	0.260695	Maize2
0.03214	0.0	0.694358	0.242811	Maize2
0.02526	0.0	0.648423	0.125293	Maize2
0.025321	0.0	0.75066	0.130016	Maize2
0.079617	0.002753	0.68867	0.151242	Maize2
0.040631	0.002737	0.708697	0.179064	Maize2
0.056879	0.014812	0.691827	0.260834	Maize2
0.038922	0.0	0.684457	0.179765	Maize2
0.081862	0.0	0.585943	0.172434	Maize2
0.046967	0.0	0.626405	0.174155	Maize2
0.021898	0.0	0.678419	0.134461	Maize2
0.01339	0.00556	0.679222	0.159784	Maize2
0.092354	0.001587	0.64841	0.200842	Maize2
0.073742	0.0	0.62835	0.279053	Maize2
0.098528	0.0	0.657208	0.108553	Maize2
0.049766	0.0	0.599624	0.328493	Nonsyntenic
0.053603	0.007301	0.586184	0.135425	Maize2
0.10566	0.010456	0.686333	0.176002	Maize2
0.090673	0.002083	0.706375	0.222338	Maize2
0.031752	0.001762	0.657238	0.128176	Maize2
0.108988	0.0	0.679317	0.169222	Maize2
0.115127	0.000615	0.701874	0.228428	Maize2
0.080579	0.000639	0.710341	0.08788	Maize2
0.070419	0.000615	0.753014	0.162515	Nonsyntenic
0.040084	0.0	0.732133	0.218502	Maize1
0.08211	0.011841	0.720827	0.166091	Maize1
0.073606	0.003071	0.677678	0.157817	Maize1
0.079384	0.0	0.658483	0.217985	Maize1
0.112057	0.0	0.683635	0.217422	Maize1
0.066008	0.007479	0.717325	0.231364	Maize1
0.026107	0.003477	0.664755	0.10596	Maize1
0.048602	0.028573	0.685421	0.19207	Maize1
0.063219	0.007359	0.75257	0.226276	Maize1
0.045518	0.017542	0.62744	0.101359	Maize1
0.071662	0.005766	0.691094	0.192687	Maize1
0.107137	0.021306	0.640031	0.203184	Maize1
0.085072	0.00148	0.651653	0.246678	Maize1
0.07471	0.016271	0.721577	0.189534	Maize1
0.048431	0.0	0.68065	0.191966	Maize1
0.038468	0.000465	0.742533	0.210051	Maize1
0.066916	0.003515	0.692888	0.167477	Maize1
0.078156	0.0	0.712841	0.18572	Maize1
0.061397	0.001773	0.65877	0.161106	Maize1
0.082041	0.005194	0.744716	0.13771	Maize1
0.001336	0.0	0.41476	0.097679	Maize1
0.131639	0.005071	0.661619	0.145948	Maize1
0.062252	0.0	0.731273	0.151404	Maize1
0.130021	0.0	0.632649	0.166702	Maize1
0.07878	0.0	0.628448	0.149834	Maize1
0.129892	0.006939	0.715124	0.14095	Maize1
0.085979	0.00957	0.615454	0.172086	Maize1
0.050127	0.002523	0.658052	0.182543	Maize1
0.061899	0.0	0.708027	0.147287	Maize1
0.088673	0.0	0.632985	0.104939	Maize1
0.094733	0.015202	0.726052	0.283373	Maize1
0.053098	0.009553	0.751693	0.200867	Maize1
0.149626	0.0	0.627432	0.206515	Maize1
0.133288	0.009959	0.57714	0.196714	Maize1
0.099708	0.004591	0.68856	0.209334	Maize1
0.068772	0.010923	0.634705	0.177699	Maize1
0.095362	0.0	0.668496	0.252097	Maize1
0.096082	0.007784	0.662444	0.218773	Maize1
0.110001	0.009021	0.613086	0.197975	Maize1
0.083767	0.001626	0.648483	0.214996	Maize1
0.09633	0.000636	0.655352	0.178554	Maize1
0.099963	0.003924	0.659235	0.201558	Maize1
0.080859	0.012168	0.56032	0.183082	Maize1
0.142914	0.004516	0.644092	0.173176	Maize1
0.181622	0.01444	0.596624	0.215267	Maize1
0.163777	0.007329	0.66271	0.184019	Maize1
0.093342	0.004236	0.670554	0.143969	Maize1
0.074212	0.009534	0.555277	0.223312	Maize1
0.084891	0.016608	0.58521	0.166365	Maize1
0.219431	0.00601	0.561437	0.11569	Maize1
0.133899	0.0	0.662963	0.13633	Maize1
0.11685	0.0	0.641839	0.22755	Maize1
0.108197	0.0	0.584456	0.214836	Maize1
0.132692	0.005661	0.641376	0.276426	Maize1
0.114572	0.0	0.55668	0.120089	Maize1
0.085745	0.011337	0.628049	0.245938	Maize1
0.127062	0.005228	0.614997	0.2034	Maize1
0.146088	0.010622	0.605958	0.137598	Maize1
0.12985	0.022961	0.658436	0.158832	Maize1
0.107653	0.001876	0.578557	0.268371	Maize1
0.090955	0.010093	0.572632	0.227969	Maize1
0.135967	0.002079	0.599928	0.141013	Maize1
0.104312	0.009931	0.656755	0.252911	Maize1
0.092452	0.011733	0.608303	0.163526	Maize1
0.124275	0.016751	0.632097	0.253214	Maize1
0.157949	0.024904	0.474835	0.194539	Maize1
0.165266	0.0	0.576069	0.173969	Maize1
0.100316	0.007837	0.572335	0.1628	Maize1
0.127631	0.0	0.673549	0.240297	Maize1
0.131695	0.026928	0.609764	0.190778	Maize1
0.099922	0.013774	0.628698	0.191111	Maize1
0.087234	0.002969	0.650703	0.21637	Maize1
0.128088	0.037191	0.655239	0.226093	Maize1
0.107383	0.0	0.523294	0.209689	Maize1
0.1096	0.018316	0.617583	0.231411	Maize1
0.095406	0.020759	0.604493	0.148624	Maize1
0.167586	0.008656	0.49564	0.221644	Maize1
0.114508	0.001427	0.673246	0.174449	Maize1
0.171687	0.022838	0.540023	0.155861	Maize1
0.154114	0.042222	0.580858	0.159963	Maize1
0.172889	0.022304	0.646607	0.161762	Maize1
0.164013	0.00791	0.575113	0.194346	Maize1
0.10889	0.033654	0.543499	0.265879	Maize1
0.153441	0.023915	0.620399	0.246185	Maize1
0.155881	0.0	0.557904	0.191799	Maize1
0.130835	0.0	0.545765	0.163885	Maize1
0.214683	0.02107	0.576602	0.188358	Maize1
0.178307	0.054532	0.603851	0.201696	Maize1
0.183834	0.012154	0.562428	0.177593	Maize2
0.09831	0.010645	0.573228	0.171967	Maize2
0.1055472	0.0	0.4762007	0.198729	Maize2
0.027388	0.005758	0.790179	0.202978	Maize1
0.10236	0.014019	0.562263	0.183111	Maize1
0.080327	0.02813	0.238661	0.104107	Maize1
0.126394	0.015082	0.467107	0.149917	Maize1
0.129063	0.028554	0.547606	0.1853	Maize1
0.136825	0.019376	0.514457	0.27086	Maize1
0.141173	0.022126	0.510687	0.26965	Maize1
0.073625	0.001311	0.610219	0.244517	Maize1
0.029072	0.0	0.72943	0.166784	Maize1
0.003374	0.0	0.857171	0.133065	Maize1
0.055124	0.009585	0.654362	0.156089	Maize1
0.105455	0.01693	0.527076	0.216813	Maize1
0.069967	0.0	0.550889	0.158091	Maize1
0.077167	0.003103	0.59029	0.216245	Maize1
0.083435	0.000549	0.581361	0.246171	Maize1
0.102201	0.0	0.546997	0.172979	Maize1
0.073654	0.002098	0.58757	0.213282	Maize1
0.093765	0.020293	0.618853	0.162193	Maize1
0.065668	0.0	0.536515	0.20956	Maize1
0.061167	0.00778	0.605562	0.183176	Maize1
0.064965	0.0	0.630212	0.223114	Maize1
0.057677	0.00483	0.566926	0.212462	Maize1
0.0485	0.0	0.738933	0.184248	Maize1
0.042666	0.00973	0.573201	0.166362	Maize1
0.048513	0.014946	0.611244	0.222984	Maize1
0.062056	0.005124	0.620407	0.211676	Maize2
0.045747	0.0	0.645063	0.196051	Nonsyntenic
0.109806	0.0	0.630415	0.230941	Maize2
0.161853	0.0	0.617284	0.169798	Maize2
0.074689	0.005801	0.763434	0.23658	Maize2
0.116795	0.024063	0.634912	0.207887	Maize2
0.047	0.0	0.681184	0.185042	Maize2
0.078651	0.003442	0.659276	0.101991	Maize2
0.04488	0.006681	0.66298	0.198186	Maize2
0.070709	0.0	0.697048	0.147033	Maize2
0.075512	0.028893	0.678223	0.17195	Maize2
0.06072	0.0	0.649286	0.204681	Maize2
0.056777	0.0	0.661278	0.211807	Maize2
0.097757	0.0	0.636893	0.175207	Maize2
0.052124	0.004446	0.719615	0.229075	Maize2
0.069662	0.0	0.636774	0.236675	Maize2
0.070635	0.0	0.708505	0.222445	Maize2
0.038365	0.0	0.750308	0.225956	Maize2
0.074142	0.0	0.690937	0.222027	Maize2
0.076619	0.008824	0.632695	0.219139	Maize2
0.077477	0.0	0.690827	0.214368	Maize2
0.07595	0.009363	0.692491	0.333061	Maize2
0.022156	0.002169	0.790006	0.172791	Maize2
0.03502	0.0	0.657039	0.15442	Maize2
0.029011	0.0	0.62988	0.218068	Maize2
0.033069	0.0	0.688357	0.200094	Maize2
0.059585	0.0	0.624749	0.150955	Maize2
0.040777	0.0	0.707735	0.186618	Maize2
0.046095	0.0	0.655591	0.217636	Maize2
0.027911	0.005315	0.667405	0.1536	Maize2
0.038647	0.0	0.685377	0.177084	Maize2
0.062434	0.0	0.66627	0.239386	Nonsyntenic
0.011923	0.0	0.685521	0.093745	Maize2
0.028218	0.014148	0.631185	0.158452	Maize2
0.015298	0.0	0.702944	0.175318	Maize2
0.100541	0.0	0.622566	0.200719	Nonsyntenic
0.033123	0.000651	0.724527	0.154652	Nonsyntenic
0.066403	0.0	0.720987	0.285627	Maize2
0.021059	0.0	0.660731	0.238118	Maize2
0.033676	0.013355	0.664672	0.139992	Maize2
0.04793	0.004815	0.737607	0.186635	Maize2
0.058116	0.0	0.704253	0.204253	Maize2
0.049106	0.0	0.768038	0.133756	Nonsyntenic
0.10301	0.020346	0.677681	0.122201	Nonsyntenic
0.086029	0.008641	0.581282	0.172082	Nonsyntenic
0.049939	0.014685	0.657697	0.22269	Maize2
0.026402	0.0	0.693652	0.174629	Maize2
0.015335	0.004684	0.768636	0.186586	Maize2
0.038492	0.0	0.716859	0.147157	Maize2
0.049631	0.0	0.692565	0.176749	Maize2
0.036355	0.0	0.635339	0.163027	Nonsyntenic
0.053453	0.0	0.757588	0.197181	Maize2
0.062971	0.016081	0.687135	0.242588	Maize2
0.034178	0.0	0.585737	0.189873	Maize2
0.024756	0.0	0.739482	0.223255	Maize2
0.078833	0.0	0.673321	0.243068	Maize2
0.060717	0.0	0.706925	0.181053	Maize2
0.051123	0.0	0.703965	0.20836	Maize2
0.031273	0.0	0.773989	0.144832	Maize2
0.033635	0.0	0.67616	0.197506	Maize2
0.02077	0.001366	0.676935	0.19125	Maize2
0.045332	0.0	0.629706	0.172413	Maize2
0.024448	0.0	0.675069	0.14027	Maize2
0.035028	0.0	0.758389	0.204303	Maize2
0.025156	0.0	0.688148	0.207561	Nonsyntenic
0.047473	0.0	0.647241	0.173018	Nonsyntenic
0.016501	0.00114	0.738778	0.171211	Nonsyntenic
0.047036	0.0	0.738029	0.215643	Nonsyntenic
0.021419	0.000984	0.689282	0.180181	Nonsyntenic
0.077613	0.0	0.703972	0.200004	Maize2
0.005504	0.0	0.729048	0.173935	Nonsyntenic
0.03641	0.0	0.697127	0.159355	Nonsyntenic
0.014837	0.0	0.769658	0.107938	Nonsyntenic
0.012639	0.0	0.744703	0.154372	Nonsyntenic
0.03798	0.0	0.737487	0.084712	Maize2
0.001729	0.0	0.728538	0.245177	Maize2
0.021622	0.0	0.667536	0.187482	Maize2
0.049614	0.0	0.758406	0.172028	Maize2
0.046058	0.004378	0.637497	0.237356	Maize2
0.11615	0.0	0.67782	0.137481	Maize2
0.087869	0.0	0.740611	0.138329	Maize2
0.003848	0.0	0.810399	0.189547	Maize2
0.003733	0.0	0.480511	0.100041	Maize2
0.004617	0.0	0.762415	0.132956	Maize2
0.019156	0.0	0.557554	0.084794	Maize2
0.001009	0.0	0.683805	0.135949	Maize2
0.0	0.0	0.813787	0.166107	Maize2
0.006194	0.0	0.675764	0.19429	Maize2
0.025074	0.0	0.784957	0.141539	Maize2
0.021556	0.0	0.678777	0.197656	Maize2
0.009647	0.001987	0.647285	0.116899	Maize2
0.028177	0.0	0.705846	0.14541	Maize2
0.019963	0.0	0.658535	0.132634	Maize2
0.030375	0.0	0.672041	0.181173	Maize2
0.012312	0.0	0.714123	0.157328	Maize2
0.048493	0.0	0.739977	0.172995	Maize2
0.020822	0.0	0.732362	0.125314	Maize2
0.030997	0.0	0.714312	0.168896	Maize2
0.034591	0.0	0.725136	0.184108	Maize2
0.029697	0.0	0.703171	0.162976	Maize2
0.020256	0.0	0.660407	0.229354	Maize2
0.044384	0.0	0.746448	0.174839	Maize2
0.036331	0.0	0.613655	0.124746	Maize2
0.046168	0.0	0.684561	0.146783	Maize2
0.013323	0.0	0.687407	0.149087	Maize2
0.024246	0.0	0.712509	0.177391	Maize2
0.061395	0.00463	0.755755	0.165126	Maize2
0.057766	0.0	0.685272	0.206228	Maize2
0.0576	0.0	0.618023	0.177734	Maize2
0.042466	0.0	0.634708	0.220951	Maize2
0.029713	0.0	0.705104	0.167968	Maize2
0.035523	0.0	0.717495	0.223447	Maize2
0.06184	0.017007	0.632445	0.142109	Maize2
0.048467	0.0	0.642585	0.141752	Maize2
0.040818	0.0	0.703448	0.137896	Maize2
0.058273	0.0	0.673425	0.132095	Maize2
0.035076	0.016348	0.690366	0.243615	Maize2
0.018594	0.005537	0.781398	0.120526	Maize2
0.037532	0.0	0.780002	0.170522	Maize2
0.048063	0.0	0.672268	0.252368	Maize2
0.032708	0.0	0.662326	0.171319	Maize2
0.034694	0.01084	0.657094	0.112383	Maize2
0.085727	0.0	0.604775	0.222681	Maize2
0.056811	0.002955	0.754975	0.168505	Maize2
0.034726	0.002516	0.699842	0.201397	Maize2
0.058909	0.008204	0.70445	0.150304	Maize2
0.0541	0.005137	0.704332	0.305117	Maize2
0.080447	0.0	0.689237	0.223692	Maize2
0.016881	0.002916	0.737836	0.16451	Maize2
0.034115	0.0	0.764627	0.217909	Maize2
0.080735	0.008788	0.649876	0.269278	Maize2
0.050813	0.0	0.62058	0.173708	Maize2
0.072882	0.026875	0.695508	0.201786	Maize2
0.059601	0.0	0.700389	0.215134	Maize2
0.062556	0.001146	0.647615	0.185483	Maize2
0.128192	0.001549	0.601973	0.164306	Maize2
0.124025	0.0	0.634144	0.228222	Maize2
0.08638	0.0	0.637804	0.222703	Maize2
0.062556	0.0	0.619126	0.129373	Maize2
0.122816	0.016769	0.695853	0.24085	Maize2
0.117192	0.001254	0.652384	0.163031	Maize2
0.103574	0.009238	0.63884	0.21871	Nonsyntenic
0.049185	0.006322	0.617854	0.175683	Nonsyntenic
0.134407	0.005228	0.585167	0.110466	Nonsyntenic
0.060815	0.0	0.643419	0.184609	Maize2
0.051945	0.0	0.66553	0.152689	Maize2
0.058122	0.0	0.713119	0.233689	Maize2
0.145246	0.0	0.656601	0.213976	Maize2
0.089575	0.0	0.73524	0.199989	Maize2
0.107111	0.0	0.692606	0.242466	Maize2
0.160494	0.046633	0.60145	0.164394	Maize2
0.14807	0.000777	0.624808	0.291433	Maize2
0.074634	0.0	0.726095	0.226921	Maize2
0.109755	0.0	0.58331	0.215062	Maize2
0.121741	0.010639	0.695297	0.090567	Maize2
0.094077	0.0	0.641334	0.248453	Maize2
0.098185	0.00908	0.677316	0.218071	Maize2
0.03281	0.0	0.626122	0.157986	Maize2
0.083265	0.006981	0.686507	0.238624	Maize2
0.119364	0.0	0.65024	0.239986	Maize2
0.116182	0.0	0.706522	0.164963	Maize2
0.118523	0.0	0.679024	0.168387	Nonsyntenic
0.151425	0.005515	0.658746	0.160383	Maize1
0.094549	0.005561	0.630585	0.199731	Maize1
0.119216	0.017174	0.617441	0.237748	Maize1
0.183736	0.008024	0.628515	0.217723	Maize1
0.076143	0.005256	0.666094	0.249031	Maize1
0.063895	0.0	0.553395	0.219742	Maize1
0.115714	0.002931	0.602623	0.272888	Maize1
0.040595	0.001779	0.707834	0.149225	Maize1
0.091875	0.006051	0.622986	0.251185	Maize1
0.062318	0.011168	0.4985	0.153345	Maize1
0.111515	0.003616	0.62418	0.250771	Maize2
0.105452	0.0	0.629334	0.152665	Maize2
0.123491	0.0	0.597134	0.189253	Maize2
0.053492	0.007096	0.506929	0.204492	Nonsyntenic
0.08217	0.011692	0.682571	0.223993	Maize2
0.146474	0.006655	0.594351	0.289606	Maize2
0.091949	0.0	0.57794	0.217848	Maize2
0.065679	0.0	0.587531	0.181053	Nonsyntenic
0.142483	0.022066	0.629107	0.194265	Maize1
0.099328	0.002492	0.568288	0.192121	Maize1
0.059494	0.041027	0.579342	0.204542	Nonsyntenic
0.062953	0.00632	0.624848	0.187266	Nonsyntenic
0.076461	0.0	0.486733	0.128214	Maize1
0.07675	0.020293	0.531312	0.144319	Maize1
0.063133	0.0	0.537258	0.141292	Maize1
0.085547	0.0	0.60224	0.213528	Maize1
0.073683	0.0	0.575082	0.168356	Maize1
0.040988	0.001642	0.633296	0.143709	Maize1
0.025945	0.0	0.550358	0.161361	Nonsyntenic
0.054197	0.0	0.642731	0.232281	Maize1
0.048735	0.0	0.616758	0.143066	Maize1
0.067463	0.0	0.624296	0.17562	Maize1
0.073937	0.001021	0.594373	0.178926	Maize2
0.047507	0.000774	0.496747	0.251386	Maize2
0.053728	0.0	0.695084	0.22911	Maize2
0.112741	0.0	0.506516	0.210018	Nonsyntenic
0.150627	0.0	0.622967	0.213021	Nonsyntenic
0.072261	0.006138	0.607467	0.162489	Nonsyntenic
0.118352	0.0	0.628048	0.102163	Nonsyntenic
0.071539	0.002924	0.646403	0.193	Nonsyntenic
0.088919	0.006989	0.540613	0.193161	Nonsyntenic
0.045763	0.008363	0.603987	0.182169	Maize2
0.036424	0.0	0.39129	0.070099	Maize2
0.068209	0.013473	0.681681	0.104617	Maize2
0.035561	0.001653	0.53568	0.180258	Maize2
0.12529	0.00297	0.596731	0.167724	Maize2
0.078088	0.003291	0.698148	0.199953	Maize2
0.062773	0.0	0.65671	0.188245	Maize2
0.070654	0.015988	0.568782	0.176067	Maize2
0.086516	0.0	0.59565	0.209849	Maize2
0.06306	0.012349	0.634163	0.133435	Maize2
0.166992	0.01117	0.631758	0.153399	Maize2
0.166582	0.007157	0.53384	0.234104	Maize2
0.189708	0.005377	0.533021	0.220146	Maize2
0.191568	0.004179	0.571054	0.138806	Maize2
0.153987	0.021118	0.530864	0.189358	Maize2
0.221417	0.024226	0.57025	0.219765	Maize2
0.21246	0.004858	0.541443	0.260754	Maize2
0.239328	0.030795	0.551255	0.265748	Maize2
0.1524314	0.0037512	0.6288878	0.1416874	Maize2
0.176098	0.0	0.599096	0.161788	Maize2
0.319264	0.016294	0.538561	0.188392	Maize2
0.262107	0.041094	0.442109	0.143277	Maize2
0.212141	0.007835	0.533485	0.128981	Maize2
0.195445	0.013944	0.462098	0.176594	Maize2
0.147675	0.0	0.551675	0.202683	Maize2
0.199325	0.021454	0.575756	0.218486	Maize2
0.213637	0.006088	0.527921	0.137847	Maize2
0.130725	0.0	0.599017	0.258891	Maize2
0.081967	0.001743	0.698825	0.283876	Maize2
0.14262	0.000981	0.532197	0.242393	Maize2
0.160726	0.029239	0.645028	0.183868	Maize2
0.170156	0.0	0.521558	0.188862	Maize2
0.161713	0.002083	0.656623	0.155627	Maize2
0.087532	0.002148	0.539384	0.229085	Maize2
0.149412	0.000975	0.592619	0.224693	Maize2
0.10663	0.007481	0.706899	0.142143	Maize2
0.089943	0.0	0.633064	0.232587	Maize2
0.12429	0.018244	0.646725	0.204605	Maize2
0.131122	0.0	0.594427	0.175351	Maize2
0.184564	0.041504	0.651468	0.134428	Maize2
0.154548	0.021178	0.58199	0.225629	Maize2
0.086427	0.0	0.645689	0.281019	Maize2
0.157659	0.0	0.682147	0.200422	Maize2
0.096476	0.006899	0.647578	0.228303	Maize2
0.042928	0.002036	0.67057	0.147408	Maize2
0.079224	0.007281	0.615051	0.212571	Nonsyntenic
0.109046	0.0	0.601333	0.158732	Maize2
0.046651	0.0	0.662244	0.277683	Maize2
0.067574	0.0	0.710067	0.162667	Maize2
0.070377	0.0	0.703974	0.239282	Maize2
0.067988	0.00087	0.647958	0.155156	Maize2
0.136427	0.004284	0.620098	0.186678	Maize2
0.063567	0.00343	0.590914	0.24819	Maize2
0.13758	0.016269	0.5885	0.20605	Maize2
0.13314	0.0	0.597938	0.210386	Maize2
0.060703	0.000792	0.693577	0.157539	Maize2
0.070661	0.0	0.572606	0.198269	Maize2
0.107466	0.002348	0.629866	0.135245	Maize2
0.081861	0.0	0.651667	0.14689	Maize2
0.096201	0.017045	0.600534	0.227797	Nonsyntenic
0.09542	0.002955	0.597637	0.222499	Nonsyntenic
0.068322	0.003084	0.721452	0.192154	Maize1
0.087243	0.059872	0.650585	0.208775	Maize1
0.044262	0.015604	0.623361	0.204223	Nonsyntenic
0.066385	0.0	0.656509	0.124239	Maize2
0.064484	0.0	0.751174	0.188911	Maize2
0.059981	0.019395	0.666178	0.247688	Nonsyntenic
0.029029	0.015094	0.738123	0.166302	Maize1
0.056302	0.003896	0.614901	0.163843	Maize1
0.058921	0.0	0.590534	0.206425	Maize1
0.090494	0.018249	0.693002	0.233672	Maize1
0.030297	0.007981	0.676285	0.203689	Nonsyntenic
0.10264	0.006963	0.487816	0.146328	Maize1
0.082194	0.004832	0.697381	0.191383	Maize1
0.024769	0.008728	0.838341	0.187697	Maize1
0.044935	0.006064	0.679518	0.187766	Maize1
0.079102	0.026235	0.749823	0.214676	Maize1
0.063637	0.0	0.735725	0.186776	Maize1
0.125465	0.0	0.691976	0.222822	Maize1
0.086013	0.007103	0.655835	0.215173	Maize1
0.084787	0.004826	0.69418	0.150408	Maize1
0.050466	0.0	0.731924	0.142485	Maize1
0.075257	0.0	0.708864	0.171724	Maize1
0.081051	0.025333	0.629172	0.189164	Maize1
0.036081	0.001928	0.688581	0.177106	Maize1
0.112139	0.010149	0.715992	0.177311	Maize1
0.141373	0.007787	0.683117	0.147517	Maize1
0.05085	0.0	0.754708	0.143773	Maize1
0.066896	0.008553	0.788925	0.205164	Maize1
0.082577	0.011538	0.732399	0.182327	Maize1
0.061364	0.001248	0.792205	0.233903	Maize1
